ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ATRC,2022-01-18,0.588,-3.098,1.024,-51.258,4.15,0.02661194,-0.26103774,-0.029,-3.977,-0.084,-5.627,-0.171,-8.239,2017-02-01,health_care_equipment_and_services
ABC,CYRX,2022-01-18,0.51,-3.595,1.119,-70.966,4.15,0.08190657,-0.93613553,-0.085,-5.317,-0.16,-6.815,-0.237,-8.371,2017-02-01,health_care_equipment_and_services
ABC,DGX,2022-01-18,0.882,-2.58,1.205,-2.405,4.15,0.055456705,-0.074848525,-0.061,-5.067,-0.054,-4.768,-0.128,-7.779,2017-02-01,health_care_equipment_and_services
ABC,HUM,2022-01-18,0.588,-2.846,3.444,29.043,4.15,0.010518513,-0.7476246,0.01,-2.602,-0.014,-3.169,-0.035,-3.691,2017-02-01,health_care_equipment_and_services
ABC,ISRG,2022-01-18,0.529,-2.671,3.448,-100.727,4.15,0.0020026807,-0.3562556,-0.048,-4.238,-0.092,-5.649,-0.135,-7.046,2017-02-01,health_care_equipment_and_services
ABC,MCK,2022-01-18,0.627,2.627,1.903,-23.037,4.15,0.35548994,0.73162144,-0.011,3.285,-0.023,4.021,-0.033,4.628,2017-02-01,health_care_equipment_and_services
ABC,NEOG,2022-01-18,0.627,-4.504,0.294,8.737,4.15,0.28759024,-0.50533956,-0.048,-6.067,-0.097,-7.674,-0.218,-11.609,2017-02-01,health_care_equipment_and_services
ABC,PHG,2022-01-18,0.549,-3.077,0.13,31.567,4.15,0.027849982,-2.5869489,-0.022,-3.283,-0.094,-3.949,-0.154,-4.507,2017-02-01,health_care_equipment_and_services
ABT,CYRX,2022-01-18,0.569,-3.062,1.018,-62.874,4.15,0.14819781,-0.41471177,-0.018,-3.476,-0.033,-3.845,-0.034,-3.874,2017-02-01,health_care_equipment_and_services
ABT,MCK,2022-01-18,0.588,3.919,1.59,4.585,4.15,0.12515381,0.663225,-0.061,6.294,-0.118,8.483,-0.183,11.007,2017-02-01,health_care_equipment_and_services
ABT,PHG,2022-01-18,0.765,-2.888,0.123,32.074,4.15,0.4471566,-2.2761157,0.01,-2.8,-0.037,-3.221,-0.063,-3.462,2017-02-01,health_care_equipment_and_services
ACHC,CVS,2022-01-18,0.569,3.515,0.764,36.048,4.15,0.63728774,2.6068203,0.002,3.48,0.036,2.812,0.105,1.472,2017-02-01,health_care_equipment_and_services
ADUS,ANTM,2022-01-18,0.608,2.605,1.152,205.02,4.15,0.89003867,2.2553432,-0.028,2.869,-0.056,3.135,-0.109,3.638,2017-02-01,health_care_equipment_and_services
ALGN,ANTM,2022-01-18,0.725,3.833,0.291,191.554,4.15,0.5559369,1.2639084,0.0,3.823,-0.076,5.37,-0.151,6.892,2017-02-01,health_care_equipment_and_services
AMED,ANTM,2022-01-18,0.627,2.69,0.276,254.608,4.15,0.79652196,2.4257846,-0.013,2.803,-0.047,3.085,-0.137,3.846,2017-02-01,health_care_equipment_and_services
AMED,UNH,2022-01-18,0.51,2.659,0.615,195.988,4.15,0.93127847,1.2743435,-0.019,2.808,-0.05,3.064,-0.127,3.685,2017-02-01,health_care_equipment_and_services
AMEH,ANTM,2022-01-18,0.941,2.714,1.874,248.542,4.15,0.6469473,0.5917233,-0.009,2.853,-0.08,3.994,-0.17,5.431,2017-02-01,health_care_equipment_and_services
AMN,CVS,2022-01-18,0.745,2.686,0.558,28.103,4.15,0.22292653,0.4406616,-0.038,3.723,-0.024,3.353,0.002,2.64,2017-02-01,health_care_equipment_and_services
ATEC,MCK,2022-01-18,0.784,3.803,5.827,111.047,4.15,0.83181965,2.6999905,-0.092,5.376,-0.158,6.503,-0.21,7.387,2017-02-01,health_care_equipment_and_services
ATEC,PHG,2022-01-18,0.922,-3.274,0.807,37.237,4.15,0.62867296,-2.0489411,0.024,-3.047,-0.041,-3.662,-0.108,-4.302,2017-02-01,health_care_equipment_and_services
