ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,CNC,2019-12-10,0.588,3.158,0.106,25.845,3.87,0.90055346,0.70597565,-0.049,3.987,-0.057,4.121,-0.026,3.592,2014-12-23,health_care_equipment_and_services
ABMD,EHC,2019-12-10,0.549,3.12,0.075,24.749,3.87,0.69479585,2.3837807,0.016,2.91,-0.119,4.667,0.093,1.911,2014-12-23,health_care_equipment_and_services
ABMD,PODD,2019-12-10,0.549,2.991,0.11,58.441,3.87,0.8484134,1.7814614,-0.017,3.09,-0.129,3.753,0.04,2.757,2014-12-23,health_care_equipment_and_services
ABMD,QDEL,2019-12-10,0.667,3.221,0.136,16.11,3.87,0.72211987,2.3129158,-0.059,3.804,-0.07,3.913,-0.157,4.777,2014-12-23,health_care_equipment_and_services
ABMD,RDNT,2019-12-10,0.706,3.801,0.022,6.238,3.87,0.7188573,0.16228296,-0.02,3.993,-0.124,4.988,0.147,2.393,2014-12-23,health_care_equipment_and_services
ABMD,ZBH,2019-12-10,0.686,2.559,-0.01,116.13,3.87,0.7504322,1.1596093,-0.036,3.079,-0.1,4.013,0.304,-1.871,2014-12-23,health_care_equipment_and_services
ABT,CNMD,2019-12-10,0.765,2.71,1.206,-7.214,3.87,0.56781507,1.48866,0.009,2.427,0.071,0.537,0.156,-2.042,2014-12-23,health_care_equipment_and_services
ADUS,USPH,2019-12-10,0.706,-3.771,1.27,20.905,3.87,0.55337596,-0.47857088,-0.041,-5.183,-0.017,-4.362,0.034,-2.597,2014-12-23,health_care_equipment_and_services
ALGN,PODD,2019-12-10,0.667,2.701,0.205,37.88,3.87,0.98306763,0.9171156,-0.001,2.711,-0.115,3.563,-0.028,2.913,2014-12-23,health_care_equipment_and_services
ALGN,RDNT,2019-12-10,0.902,2.947,0.03,4.709,3.87,0.8396351,2.252136,-0.003,2.987,-0.112,4.323,0.058,2.234,2014-12-23,health_care_equipment_and_services
ALGN,SEM,2019-12-10,0.784,3.203,0.015,12.751,3.87,0.61155623,1.4347082,0.001,3.195,-0.081,4.454,0.145,0.979,2014-12-23,health_care_equipment_and_services
ALGN,ZBH,2019-12-10,0.745,2.572,0.014,110.322,3.87,0.86958796,1.299141,-0.032,3.052,-0.097,4.045,0.279,-1.675,2014-12-23,health_care_equipment_and_services
AMED,MOH,2019-12-10,0.569,-2.911,0.866,21.947,3.87,0.11528185,-1.1708206,0.027,-2.328,-0.047,-3.938,0.04,-2.028,2014-12-23,health_care_equipment_and_services
AMEH,CNMD,2019-12-10,0.588,2.658,1.865,36.496,3.87,0.8305755,2.4153097,0.01,2.565,0.085,1.878,0.246,0.411,2014-12-23,health_care_equipment_and_services
AMEH,PODD,2019-12-10,0.765,2.83,3.165,36.259,3.87,0.979931,2.5290983,-0.015,2.945,-0.085,3.471,-0.009,2.9,2014-12-23,health_care_equipment_and_services
AMEH,RDNT,2019-12-10,0.745,2.853,0.389,5.641,3.87,0.75374615,1.8154267,-0.022,3.084,-0.084,3.716,0.1,1.826,2014-12-23,health_care_equipment_and_services
AMEH,RMD,2019-12-10,0.647,2.573,2.452,57.294,3.87,0.96509594,1.7461507,-0.038,2.967,-0.111,3.717,0.005,2.52,2014-12-23,health_care_equipment_and_services
AMEH,ZBH,2019-12-10,0.569,2.603,0.342,108.293,3.87,0.93987495,1.2730851,-0.032,3.11,-0.091,4.018,0.273,-1.664,2014-12-23,health_care_equipment_and_services
AMN,PODD,2019-12-10,0.588,2.501,2.689,-50.376,3.87,0.5245543,1.9560037,0.004,2.45,0.014,2.323,0.076,1.509,2014-12-23,health_care_equipment_and_services
ANTM,MMSI,2019-12-10,0.588,-2.739,0.171,6.422,3.87,0.64691293,-2.3035738,0.019,-2.579,0.151,-1.433,0.079,-2.06,2014-12-23,health_care_equipment_and_services
ANTM,RDNT,2019-12-10,0.98,2.757,0.062,-2.31,3.87,0.5598862,1.3291578,0.021,2.318,-0.084,4.533,0.075,1.168,2014-12-23,health_care_equipment_and_services
ANTM,SEM,2019-12-10,0.549,2.71,0.017,12.518,3.87,0.16483115,1.4296851,0.004,2.657,-0.077,3.77,0.179,0.254,2014-12-23,health_care_equipment_and_services
ATRI,BSX,2019-12-10,0.765,3.004,0.046,3.196,3.87,0.8164432,1.4865035,-0.005,3.107,0.016,2.662,0.132,0.089,2014-12-23,health_care_equipment_and_services
ATRI,MDT,2019-12-10,0.706,2.933,0.058,43.878,3.87,0.54476833,2.3758779,-0.042,3.752,-0.058,4.067,0.144,0.117,2014-12-23,health_care_equipment_and_services
ATRI,OMCL,2019-12-10,0.667,3.28,0.123,-20.936,3.87,0.14056146,0.56329346,0.025,2.628,-0.046,4.482,0.05,1.98,2014-12-23,health_care_equipment_and_services
ATRI,ZBH,2019-12-10,0.941,2.733,0.031,93.779,3.87,0.560045,1.2869624,-0.024,3.178,-0.087,4.32,0.245,-1.733,2014-12-23,health_care_equipment_and_services
BDX,PODD,2019-12-10,0.51,2.771,1.094,-143.245,3.87,0.13462025,1.3798845,0.03,2.079,-0.058,4.093,-0.056,4.035,2014-12-23,health_care_equipment_and_services
BDX,RDNT,2019-12-10,0.843,2.832,0.11,-11.347,3.87,0.221617,0.51611006,0.024,2.047,-0.063,4.883,0.014,2.367,2014-12-23,health_care_equipment_and_services
CHE,PODD,2019-12-10,0.725,2.705,0.437,-37.696,3.87,0.592138,0.91230994,0.02,2.02,0.0,2.699,-0.027,3.65,2014-12-23,health_care_equipment_and_services
CI,SEM,2019-12-10,0.765,3.205,0.067,4.828,3.87,0.42935866,1.1377863,0.026,2.645,-0.015,3.517,0.101,1.045,2014-12-23,health_care_equipment_and_services
CI,ZBH,2019-12-10,0.608,2.616,0.0,113.537,3.87,0.80540156,1.2751625,-0.034,3.122,-0.098,4.065,0.296,-1.741,2014-12-23,health_care_equipment_and_services
CNC,HUM,2019-12-10,0.549,3.258,3.066,103.842,3.87,0.78707284,1.325942,-0.009,3.562,-0.001,3.28,0.082,0.576,2014-12-23,health_care_equipment_and_services
CNC,RDNT,2019-12-10,0.824,2.931,0.222,0.177,3.87,0.7443127,2.35289,0.012,2.742,-0.059,3.848,0.118,1.096,2014-12-23,health_care_equipment_and_services
CNC,ZBH,2019-12-10,0.569,2.566,0.071,109.921,3.87,0.7150203,1.2934622,-0.031,3.038,-0.094,3.99,0.286,-1.788,2014-12-23,health_care_equipment_and_services
CNMD,CYRX,2019-12-10,0.902,-2.792,0.242,-5.322,3.87,0.65875787,-1.3708794,0.07,-1.63,0.166,-0.041,0.293,2.063,2014-12-23,health_care_equipment_and_services
CNMD,HAE,2019-12-10,0.608,-2.547,1.553,-21.479,3.87,0.014651732,-1.8316935,0.001,-2.528,0.051,-1.357,0.155,1.057,2014-12-23,health_care_equipment_and_services
COO,SEM,2019-12-10,0.529,2.725,0.012,13.421,3.87,0.117787056,1.6092063,0.002,2.703,-0.058,3.448,0.194,0.291,2014-12-23,health_care_equipment_and_services
CYRX,MDT,2019-12-10,0.569,2.805,1.544,64.959,3.87,0.65926236,1.7772897,-0.029,3.396,-0.007,2.942,0.213,-1.601,2014-12-23,health_care_equipment_and_services
CYRX,PODD,2019-12-10,0.706,3.772,5.851,23.813,3.87,0.7638949,3.52884,0.042,3.179,0.007,3.669,0.08,2.643,2014-12-23,health_care_equipment_and_services
CYRX,RDNT,2019-12-10,0.863,3.172,0.527,6.125,3.87,0.65906626,1.7049658,0.026,2.792,-0.015,3.393,0.191,0.382,2014-12-23,health_care_equipment_and_services
CYRX,SEM,2019-12-10,0.569,2.857,0.151,14.757,3.87,0.19398235,1.493871,0.004,2.804,-0.054,3.537,0.224,0.056,2014-12-23,health_care_equipment_and_services
CYRX,ZBH,2019-12-10,0.647,2.573,0.901,104.127,3.87,0.8647574,0.789171,-0.016,2.864,-0.063,3.726,0.28,-2.575,2014-12-23,health_care_equipment_and_services
DVA,MDRX,2019-12-10,0.588,-2.532,0.129,3.866,3.87,0.35009247,-0.9228468,-0.046,-3.23,-0.151,-4.823,-0.204,-5.62,2014-12-23,health_care_equipment_and_services
DVA,ZBH,2019-12-10,0.549,2.523,0.105,106.951,3.87,0.22805461,1.237193,-0.03,2.991,-0.082,3.796,0.278,-1.803,2014-12-23,health_care_equipment_and_services
EHC,RDNT,2019-12-10,0.902,2.607,0.315,-1.911,3.87,0.6966089,1.1443106,-0.022,3.094,-0.01,2.837,0.038,1.752,2014-12-23,health_care_equipment_and_services
ENOV,ZBH,2019-12-10,0.588,2.62,-0.013,114.333,3.87,0.84199834,1.2731214,-0.035,3.132,-0.099,4.075,0.3,-1.77,2014-12-23,health_care_equipment_and_services
HAE,MDT,2019-12-10,0.588,2.609,0.28,58.753,3.87,0.77139515,1.439932,-0.059,4.278,-0.057,4.222,0.132,-1.165,2014-12-23,health_care_equipment_and_services
HAE,RDNT,2019-12-10,1.0,2.806,0.091,4.342,3.87,0.42720145,1.2747937,-0.026,3.305,-0.092,4.537,0.076,1.364,2014-12-23,health_care_equipment_and_services
HSKA,ZBH,2019-12-10,0.843,2.694,-0.089,121.512,3.87,0.6627286,1.194055,-0.037,3.214,-0.109,4.211,0.333,-1.93,2014-12-23,health_care_equipment_and_services
HUM,MMSI,2019-12-10,0.627,-3.026,0.176,-1.43,3.87,0.70302564,-2.819966,0.021,-2.828,0.097,-2.124,0.115,-1.953,2014-12-23,health_care_equipment_and_services
