ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ALGN,QDEL,2020-07-30,0.706,4.505,0.083,51.188,4.41,0.94528157,0.31503424,0.366,2.009,0.195,3.175,0.063,4.075,2015-08-13,health_care_equipment_and_services
AMEH,ISRG,2020-07-30,0.902,2.752,2.426,124.163,4.41,0.81676805,1.3940876,-0.041,3.236,-0.006,2.826,-0.0,2.755,2015-08-13,health_care_equipment_and_services
AMEH,MODV,2020-07-30,0.961,2.682,0.858,49.788,4.41,0.77804613,0.58644587,-0.104,4.2,-0.073,3.75,-0.373,8.129,2015-08-13,health_care_equipment_and_services
AMEH,PHG,2020-07-30,0.608,2.681,0.111,37.105,4.41,0.7208087,1.4704909,0.068,1.813,0.103,1.364,0.102,1.369,2015-08-13,health_care_equipment_and_services
AMEH,QDEL,2020-07-30,0.745,4.555,0.59,62.499,4.41,0.9320784,0.30341145,0.385,2.067,0.198,3.276,0.024,4.4,2015-08-13,health_care_equipment_and_services
AMEH,STAA,2020-07-30,0.725,2.644,0.88,15.425,4.41,0.8577182,2.0673401,0.191,1.324,0.037,2.388,-0.188,3.947,2015-08-13,health_care_equipment_and_services
AMN,ISRG,2020-07-30,0.549,2.73,1.261,96.754,4.41,0.48040748,1.1964493,-0.052,3.4,0.005,2.662,0.038,2.235,2015-08-13,health_care_equipment_and_services
AMN,QDEL,2020-07-30,0.588,4.592,-0.603,105.339,4.41,0.674286,0.090684146,0.458,2.081,0.227,3.346,0.005,4.564,2015-08-13,health_care_equipment_and_services
ANTM,CYRX,2020-07-30,0.608,3.156,0.092,-8.385,4.41,0.88413155,2.7853081,-0.403,7.727,-0.315,6.728,-0.174,5.134,2015-08-13,health_care_equipment_and_services
ANTM,ISRG,2020-07-30,0.627,3.614,0.67,0.144,4.41,0.7943104,0.56219435,-0.032,4.609,-0.031,4.569,0.015,3.149,2015-08-13,health_care_equipment_and_services
ANTM,RMD,2020-07-30,0.51,2.883,0.544,-18.314,4.41,0.488052,2.6106837,0.068,1.952,0.064,2.003,0.081,1.768,2015-08-13,health_care_equipment_and_services
ATRI,HOLX,2020-07-30,0.529,4.869,0.027,25.969,4.41,0.6597748,4.481564,0.118,3.039,0.042,4.217,-0.003,4.912,2015-08-13,health_care_equipment_and_services
BAX,CYRX,2020-07-30,0.863,3.655,0.514,-23.042,4.41,0.41519633,1.6844223,-0.304,10.424,-0.264,9.526,-0.194,7.982,2015-08-13,health_care_equipment_and_services
BAX,SLP,2020-07-30,0.549,4.637,1.024,-48.476,4.41,0.08287894,4.1623774,0.056,3.3,-0.094,6.873,-0.055,5.943,2015-08-13,health_care_equipment_and_services
BDX,HAE,2020-07-30,0.549,-2.871,0.974,-124.685,4.41,0.12162755,-0.37276512,0.087,-0.811,0.125,0.079,0.145,0.549,2015-08-13,health_care_equipment_and_services
BDX,QDEL,2020-07-30,0.725,4.149,0.994,-150.426,4.41,0.7831898,0.42294586,0.147,2.136,0.019,3.884,-0.054,4.885,2015-08-13,health_care_equipment_and_services
BKD,PDCO,2020-07-30,0.51,2.565,1.326,10.867,4.41,0.5600132,1.7074026,-0.112,3.399,0.067,2.065,0.058,2.137,2015-08-13,health_care_equipment_and_services
BSX,HOLX,2020-07-30,0.549,5.264,0.762,17.528,4.41,0.21572098,4.4546456,0.11,2.707,0.027,4.636,-0.037,6.129,2015-08-13,health_care_equipment_and_services
BSX,LHCG,2020-07-30,0.608,3.675,4.106,-40.485,4.41,0.40683532,3.6686018,0.0,3.668,-0.043,4.397,-0.097,5.303,2015-08-13,health_care_equipment_and_services
CHE,CYRX,2020-07-30,0.902,2.699,0.059,-5.661,4.41,0.8504063,1.8129805,-0.361,9.44,-0.287,8.055,-0.199,6.413,2015-08-13,health_care_equipment_and_services
CHE,IDXX,2020-07-30,0.627,2.907,0.544,47.233,4.41,0.5057988,1.4021912,-0.003,3.0,-0.033,3.955,-0.096,5.974,2015-08-13,health_care_equipment_and_services
CHE,RMD,2020-07-30,0.843,2.974,0.355,-3.755,4.41,0.2786126,0.85811687,0.076,0.179,0.065,0.597,0.039,1.536,2015-08-13,health_care_equipment_and_services
CNMD,CYRX,2020-07-30,0.784,3.188,0.171,1.724,4.41,0.7966965,0.3444846,-0.492,7.824,-0.387,6.837,-0.258,5.618,2015-08-13,health_care_equipment_and_services
CNMD,RMD,2020-07-30,0.706,3.023,1.102,35.023,4.41,0.9632893,2.731647,0.077,2.06,0.068,2.177,0.05,2.404,2015-08-13,health_care_equipment_and_services
CNMD,SLP,2020-07-30,0.588,3.765,0.336,1.184,4.41,0.9604395,0.3090444,0.085,2.935,-0.114,4.885,-0.034,4.102,2015-08-13,health_care_equipment_and_services
COO,HOLX,2020-07-30,0.706,6.121,0.125,10.149,4.41,0.21140395,0.70054024,0.128,2.725,0.095,3.618,0.061,4.518,2015-08-13,health_care_equipment_and_services
CRVL,HOLX,2020-07-30,0.51,4.988,0.348,21.823,4.41,0.32991824,3.7744734,0.113,2.31,0.058,3.612,0.041,4.022,2015-08-13,health_care_equipment_and_services
EHC,QDEL,2020-07-30,0.529,4.6,1.998,-22.68,4.41,0.9570055,0.2864217,0.276,2.057,0.124,3.454,-0.001,4.609,2015-08-13,health_care_equipment_and_services
EHC,STAA,2020-07-30,0.725,3.215,1.179,-25.828,4.41,0.30702084,1.544502,0.092,1.627,-0.02,3.57,-0.15,5.815,2015-08-13,health_care_equipment_and_services
EW,LHCG,2020-07-30,0.569,3.348,1.971,-8.334,4.41,0.3783656,1.9576263,0.006,3.202,-0.033,4.132,-0.073,5.068,2015-08-13,health_care_equipment_and_services
GMED,MODV,2020-07-30,0.549,2.617,0.6,36.262,4.41,0.5966495,0.8989232,-0.062,3.733,-0.069,3.867,-0.325,8.48,2015-08-13,health_care_equipment_and_services
HAE,QDEL,2020-07-30,0.529,4.707,0.383,36.674,4.41,0.9465729,0.096383624,0.355,2.167,0.181,3.414,0.041,4.412,2015-08-13,health_care_equipment_and_services
IART,LH,2020-07-30,0.941,3.339,1.545,80.192,4.41,0.81496507,0.47892663,0.059,1.972,0.017,2.944,-0.062,4.774,2015-08-13,health_care_equipment_and_services
ICUI,MODV,2020-07-30,0.608,3.132,0.086,45.264,4.41,0.6117499,1.0864837,-0.102,4.626,-0.076,4.244,-0.372,8.563,2015-08-13,health_care_equipment_and_services
IDXX,MDT,2020-07-30,0.529,-2.629,0.174,46.015,4.41,0.19595769,-1.5992775,0.058,-1.359,0.029,-1.993,-0.013,-2.92,2015-08-13,health_care_equipment_and_services
ISRG,ITGR,2020-07-30,0.824,-4.302,0.455,-5.384,4.41,0.33906975,-1.6828597,-0.025,-4.916,-0.06,-5.761,-0.043,-5.336,2015-08-13,health_care_equipment_and_services
ISRG,QDEL,2020-07-30,0.745,3.776,0.945,-83.769,4.41,0.49964553,1.7577147,0.246,0.484,0.118,2.206,0.014,3.588,2015-08-13,health_care_equipment_and_services
ITGR,MOH,2020-07-30,0.745,3.261,1.84,-8.885,4.41,0.2758173,1.7324982,0.02,2.973,-0.008,3.372,-0.063,4.173,2015-08-13,health_care_equipment_and_services
ITGR,UNH,2020-07-30,0.529,2.986,1.546,129.499,4.41,0.78689426,1.047841,-0.016,3.293,-0.037,3.71,-0.038,3.723,2015-08-13,health_care_equipment_and_services
