ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACIW,ADP,2021-12-09,0.804,0.0,2.863,3.105,63.932,4.176,3.942,0.828,2.497,-0.026,-0.012,-0.001,-0.087,0.071,0.036,0.037,0.036,0.085,0.022,0.014,2.655,0.079,1.724,0.064,1.943,2016-12-22,software_and_services
ACIW,EXLS,2021-12-09,0.588,0.0,2.719,1.956,14.753,4.176,3.942,0.478,2.254,-0.014,-0.027,0.002,-0.032,-0.005,0.014,0.013,-0.009,0.039,0.012,0.032,2.41,0.066,2.076,0.038,2.352,2016-12-22,software_and_services
ACIW,PAYX,2021-12-09,0.745,0.0,2.536,1.728,26.736,4.176,3.942,0.964,2.474,0.071,-0.005,-0.021,0.029,-0.018,-0.005,0.004,0.039,0.003,-0.021,-0.008,2.634,0.001,2.52,-0.007,2.624,2016-12-22,software_and_services
ACIW,WEX,2021-12-09,0.647,1.0,-2.622,5.166,13.523,4.176,3.942,0.125,-0.714,-0.006,0.024,-0.021,-0.013,-0.011,-0.001,-0.001,0.025,-0.015,-0.038,0.036,-2.071,0.088,-1.26,0.122,-0.725,2016-12-22,software_and_services
ACN,DSGX,2021-12-09,0.588,1.0,-3.032,0.249,-4.494,4.176,3.942,0.152,-0.373,0.004,0.016,-0.048,0.012,-0.016,0.019,0.019,-0.063,0.015,0.034,-0.029,-4.43,-0.004,-3.234,0.049,-0.654,2016-12-22,software_and_services
ACN,LPSN,2021-12-09,0.588,0.0,-3.637,0.186,1.727,4.176,3.942,0.01,-2.254,0.043,0.014,0.031,0.043,-0.045,0.008,0.08,-0.041,0.041,0.078,-0.04,-4.092,-0.053,-4.242,-0.031,-3.997,2016-12-22,software_and_services
ACN,MANH,2021-12-09,0.745,1.0,-4.149,0.575,-32.468,4.176,3.942,0.152,-0.427,0.013,0.029,0.024,0.073,-0.026,0.044,0.035,-0.059,0.001,0.065,-0.027,-5.491,-0.021,-5.184,0.04,-2.167,2016-12-22,software_and_services
ACN,OTEX,2021-12-09,0.765,1.0,-3.254,0.084,23.779,4.176,3.942,0.144,-0.347,0.105,0.04,-0.002,0.069,-0.015,-0.029,0.004,0.077,0.046,-0.065,-0.021,-3.981,-0.004,-3.391,-0.01,-3.614,2016-12-22,software_and_services
ADP,GIB,2021-12-09,0.706,0.5,-2.678,0.316,23.904,4.176,3.942,0.696,-1.008,-0.019,-0.01,0.008,0.006,0.024,0.01,-0.017,0.03,0.014,0.008,-0.007,-2.918,0.064,-0.598,0.027,-1.797,2016-12-22,software_and_services
ADSK,NICE,2021-12-09,0.608,1.0,3.533,0.879,1.184,4.176,3.942,0.732,0.691,-0.101,-0.097,-0.097,-0.051,-0.01,-0.018,0.035,0.049,-0.017,-0.066,0.04,2.341,0.03,2.659,0.047,2.149,2016-12-22,software_and_services
ADSK,SPSC,2021-12-09,0.863,0.0,2.507,0.474,-26.267,4.176,3.942,0.894,1.176,0.043,0.016,0.02,0.032,-0.003,0.032,0.011,-0.071,0.011,0.067,0.048,1.653,0.008,2.369,-0.078,3.899,2016-12-22,software_and_services
AKAM,FORTY,2021-12-09,0.588,0.5,3.081,1.196,-43.412,4.176,3.942,0.006,1.042,0.018,0.034,0.041,0.049,0.013,-0.034,0.005,0.044,-0.016,-0.049,0.028,2.376,0.059,1.596,0.063,1.512,2016-12-22,software_and_services
ANSS,FORTY,2021-12-09,0.529,0.833,2.805,0.272,-4.607,4.176,3.942,0.516,0.324,0.003,-0.058,-0.056,-0.093,-0.019,0.01,0.028,-0.026,-0.045,0.017,-0.009,3.113,-0.014,3.287,-0.031,3.848,2016-12-22,software_and_services
APPS,EXLS,2021-12-09,0.608,0.0,3.211,0.628,59.652,4.176,3.942,0.6,2.236,-0.057,-0.065,0.023,-0.062,-0.043,0.034,0.067,0.015,0.082,0.008,0.013,3.038,0.043,2.645,-0.013,3.389,2016-12-22,software_and_services
CRM,LPSN,2021-12-09,0.569,0.333,-2.703,0.253,-6.782,4.176,3.942,0.709,-1.014,0.026,-0.014,-0.072,-0.025,-0.057,0.004,0.065,0.063,0.012,-0.013,0.047,-2.131,0.023,-2.426,0.025,-2.402,2016-12-22,software_and_services
CSGS,FLT,2021-12-09,0.549,0.5,-3.714,4.158,72.842,4.176,3.942,0.304,-1.401,0.01,0.036,0.033,0.065,-0.044,0.017,0.08,0.019,0.083,0.059,0.005,-3.61,0.02,-3.284,-0.063,-5.044,2016-12-22,software_and_services
DLB,EXLS,2021-12-09,0.549,0.0,3.21,1.2,-10.568,4.176,3.942,0.62,3.227,0.042,0.003,0.001,0.021,-0.005,-0.0,0.008,-0.011,0.051,-0.042,0.037,2.5,-0.008,3.36,-0.046,4.105,2016-12-22,software_and_services
DSGX,LPSN,2021-12-09,0.686,0.0,-3.04,0.761,4.368,4.176,3.942,0.604,-1.692,0.079,0.053,0.002,0.03,-0.034,0.028,0.037,-0.036,0.04,0.06,-0.005,-3.1,-0.052,-3.623,-0.098,-4.138,2016-12-22,software_and_services
DSGX,SNPS,2021-12-09,0.529,0.833,2.874,4.624,-44.573,4.176,3.942,0.162,0.409,0.022,0.022,0.006,0.001,-0.017,0.005,0.012,0.021,-0.01,-0.003,0.006,2.588,0.014,2.206,0.044,0.765,2016-12-22,software_and_services
EGHT,EXLS,2021-12-09,0.549,0.0,3.143,1.662,41.52,4.176,3.942,0.834,0.542,-0.009,-0.033,-0.018,-0.003,-0.009,0.023,0.024,-0.015,0.031,0.031,0.005,3.101,0.031,2.89,-0.012,3.24,2016-12-22,software_and_services
EXLS,LPSN,2021-12-09,0.569,0.0,-2.882,0.432,9.769,4.176,3.942,0.034,-1.687,0.053,0.062,-0.014,0.008,-0.017,-0.001,0.009,-0.05,-0.042,0.051,-0.026,-3.114,-0.041,-3.247,-0.103,-3.796,2016-12-22,software_and_services
EXLS,MANH,2021-12-09,0.647,0.333,-2.657,1.489,-19.453,4.176,3.942,0.175,-0.828,-0.012,-0.015,0.057,0.071,0.0,-0.007,0.011,-0.011,-0.004,0.002,-0.012,-3.009,-0.003,-2.75,-0.012,-3.0,2016-12-22,software_and_services
EXLS,OTEX,2021-12-09,0.588,0.167,-2.686,0.215,25.863,4.176,3.942,0.01,-0.75,-0.017,-0.014,-0.0,0.01,-0.034,-0.073,0.001,0.075,-0.006,-0.033,-0.01,-2.979,0.008,-2.457,-0.047,-3.995,2016-12-22,software_and_services
FIS,V,2021-12-09,0.569,0.0,2.771,1.399,9.28,4.176,3.942,0.872,2.562,0.001,-0.005,-0.01,-0.002,0.025,-0.032,-0.051,-0.012,-0.083,-0.049,0.045,1.966,-0.014,3.016,-0.02,3.128,2016-12-22,software_and_services
GIB,IT,2021-12-09,0.549,0.0,2.568,5.023,-208.544,4.176,3.942,0.573,1.836,0.019,-0.034,-0.043,-0.035,-0.007,-0.028,-0.006,-0.004,-0.029,-0.035,0.016,2.251,0.034,1.9,0.017,2.233,2016-12-22,software_and_services
