ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
BLKB,CRM,2018-06-27,0.765,0.0,3.458,1.027,10.732,3.771,3.421,0.176,1.421,0.04,0.056,-0.067,-0.042,-0.02,-0.027,0.036,-0.002,0.055,-0.003,0.019,2.768,-0.066,5.894,-0.104,7.275,2013-07-12,software_and_services
BLKB,V,2018-06-27,0.863,0.667,2.802,1.093,6.798,3.771,3.421,0.237,0.423,-0.017,-0.021,0.011,0.007,-0.016,-0.025,0.014,-0.067,-0.024,0.022,0.028,1.462,-0.047,5.041,-0.073,6.267,2013-07-12,software_and_services
CRM,GPN,2018-06-27,0.686,0.0,-2.677,0.941,-1.07,3.771,3.421,0.25,-0.832,0.017,-0.051,0.032,-0.021,-0.007,-0.014,-0.003,0.013,-0.002,-0.008,-0.016,-3.264,-0.013,-3.171,-0.024,-3.558,2013-07-12,software_and_services
CTSH,WNS,2018-06-27,0.824,0.5,2.755,0.751,-12.718,3.771,3.421,0.0,0.518,-0.034,0.028,0.058,0.035,0.015,-0.062,-0.071,0.021,-0.014,-0.022,0.046,1.004,-0.004,2.902,0.004,2.59,2013-07-12,software_and_services
DLB,GIB,2018-06-27,0.51,1.0,2.53,0.615,19.592,3.771,3.421,0.046,0.3,0.038,-0.053,-0.038,0.015,0.016,0.009,0.004,-0.08,-0.071,-0.057,0.0,2.516,0.021,1.581,0.004,2.374,2013-07-12,software_and_services
DOX,NICE,2018-06-27,0.784,0.833,2.778,2.85,-84.982,3.771,3.421,0.077,0.248,0.049,0.015,0.007,0.041,0.026,-0.041,-0.027,0.006,-0.018,0.013,-0.02,3.842,-0.043,5.047,-0.042,5.033,2013-07-12,software_and_services
EBIX,FICO,2018-06-27,0.922,0.333,2.984,1.689,38.377,3.771,3.421,0.83,1.082,-0.052,-0.002,0.041,-0.012,-0.058,0.035,0.088,-0.029,0.005,0.04,-0.014,3.439,-0.089,5.921,-0.11,6.597,2013-07-12,software_and_services
EBIX,GIB,2018-06-27,0.902,0.5,2.541,0.379,28.265,3.771,3.421,0.626,0.444,0.032,-0.033,-0.013,-0.037,0.016,0.076,0.005,-0.013,0.061,0.003,0.003,2.435,-0.025,3.478,-0.033,3.749,2013-07-12,software_and_services
EEFT,VRSN,2018-06-27,0.647,0.0,2.94,1.208,-4.776,3.771,3.421,0.893,2.571,-0.015,-0.007,0.008,-0.041,0.025,-0.023,0.008,0.023,-0.017,-0.002,-0.007,3.059,-0.022,3.321,-0.005,3.032,2013-07-12,software_and_services
EXLS,VRSN,2018-06-27,0.549,0.0,3.089,2.113,-14.621,3.771,3.421,0.187,1.996,-0.04,0.006,0.054,0.006,0.052,-0.017,-0.061,0.002,-0.028,-0.029,-0.032,3.959,-0.05,4.434,-0.017,3.555,2013-07-12,software_and_services
G,VRSN,2018-06-27,0.588,0.5,4.284,4.973,-35.374,3.771,3.421,0.169,2.137,0.006,-0.041,-0.068,0.015,-0.043,0.049,0.03,-0.003,-0.022,-0.022,-0.025,5.224,-0.052,6.23,-0.054,6.301,2013-07-12,software_and_services
MMS,NICE,2018-06-27,0.941,0.5,2.545,1.593,-17.202,3.771,3.421,0.061,1.188,-0.03,-0.004,0.022,-0.019,0.014,-0.027,-0.005,0.058,-0.012,-0.012,-0.041,3.335,-0.033,3.172,-0.046,3.426,2013-07-12,software_and_services
BIG,POOL,2018-06-27,0.569,0.0,2.843,2.198,12.878,2.856,3.362,0.038,2.704,0.009,0.008,0.003,0.045,-0.008,0.01,-0.004,0.014,0.021,0.01,0.011,2.716,0.02,2.613,-0.049,3.393,2013-07-12,retailing
DG,DLTR,2018-06-27,0.804,0.0,-3.42,0.987,8.361,2.856,3.362,0.533,-1.631,-0.03,-0.006,0.006,-0.001,-0.006,0.029,-0.053,0.065,0.005,-0.018,0.03,-2.456,0.006,-3.222,-0.055,-5.183,2013-07-12,retailing
CLR,PBR,2018-06-27,0.824,0.333,-2.809,0.172,-0.354,4.075,3.761,0.82,-1.049,-0.028,0.002,-0.026,0.027,0.036,-0.007,-0.06,0.001,0.006,0.02,0.144,-0.579,0.041,-2.169,0.081,-1.55,2013-07-12,energy
COP,YPF,2018-06-27,0.843,0.0,-3.096,0.134,14.344,4.075,3.761,0.179,-1.406,0.023,0.002,-0.015,-0.019,0.043,-0.075,-0.008,-0.031,0.041,-0.002,0.091,-2.349,0.049,-2.692,0.039,-2.772,2013-07-12,energy
CPG,OXY,2018-06-27,0.686,0.0,3.075,0.212,55.529,4.075,3.761,0.943,2.358,0.063,-0.004,-0.05,0.013,-0.016,0.007,0.03,0.028,-0.003,-0.016,0.002,3.046,0.04,2.538,0.019,2.814,2013-07-12,energy
CTRA,YPF,2018-06-27,0.549,0.667,-2.831,0.25,15.377,4.075,3.761,0.006,-0.83,0.012,0.011,-0.018,0.048,0.062,0.023,-0.032,-0.104,-0.004,0.008,0.126,-1.833,0.073,-2.251,0.108,-1.977,2013-07-12,energy
CVE,HES,2018-06-27,0.549,0.167,3.317,1.469,30.741,4.075,3.761,0.879,1.467,0.037,-0.028,0.074,-0.02,-0.012,0.004,-0.024,0.046,-0.013,0.0,0.021,3.01,-0.013,3.513,-0.079,4.504,2013-07-12,energy
CVE,OXY,2018-06-27,0.725,0.0,3.075,0.351,53.728,4.075,3.761,0.925,2.402,0.01,-0.028,0.025,-0.019,-0.017,-0.018,0.058,0.005,0.002,0.023,0.002,3.041,0.039,2.529,0.018,2.819,2013-07-12,energy
DHT,STNG,2018-06-27,0.745,1.0,-2.802,22.922,-34.389,4.075,3.761,0.339,-0.493,-0.04,-0.002,0.004,0.031,-0.061,-0.097,-0.006,0.038,0.017,0.032,-0.008,-2.933,-0.063,-3.817,-0.063,-3.818,2013-07-12,energy
DRQ,HES,2018-06-27,0.569,0.0,3.045,0.43,23.824,4.075,3.761,0.818,1.641,0.069,-0.033,-0.025,0.028,-0.041,-0.052,0.003,0.042,-0.041,-0.11,0.03,2.569,0.002,3.009,-0.05,3.83,2013-07-12,energy
E,GPRK,2018-06-27,0.804,1.0,4.239,1.139,-20.663,4.075,3.761,0.016,1.21,0.107,-0.116,-0.052,-0.005,0.015,-0.073,0.01,-0.04,-0.003,-0.002,0.017,3.685,0.065,2.186,0.056,2.471,2013-07-12,energy
E,YPF,2018-06-27,0.608,0.833,-3.537,0.494,8.276,4.075,3.761,0.041,-1.343,-0.019,0.012,-0.007,-0.0,-0.04,0.046,0.07,-0.066,0.018,0.013,0.066,-2.763,0.029,-3.195,0.02,-3.302,2013-07-12,energy
ENLC,YPF,2018-06-27,0.961,0.833,-2.588,0.773,12.009,4.075,3.761,0.895,-0.673,0.053,0.031,0.001,0.024,0.014,0.001,-0.029,-0.009,0.009,0.021,0.106,-1.605,0.048,-2.143,0.085,-1.802,2013-07-12,energy
EOG,PBR,2018-06-27,0.725,0.833,-3.753,0.17,-6.406,4.075,3.761,0.134,-0.61,-0.024,-0.003,0.01,-0.046,0.098,0.01,-0.108,0.038,0.046,-0.018,0.034,-2.947,0.052,-2.523,0.049,-2.596,2013-07-12,energy
EOG,PBR-A,2018-06-27,0.804,0.667,-3.791,0.164,-6.751,4.075,3.761,0.072,-1.639,0.03,-0.063,-0.08,-0.063,0.043,0.04,-0.072,-0.056,-0.036,0.033,0.034,-3.049,0.052,-2.677,0.041,-2.916,2013-07-12,energy
EQT,HES,2018-06-27,0.588,0.0,2.752,0.4,33.78,4.075,3.761,0.637,1.3,-0.057,0.017,0.038,-0.019,0.005,0.005,-0.018,-0.001,-0.015,0.045,0.01,2.623,-0.022,3.02,-0.096,3.945,2013-07-12,energy
EQT,OXY,2018-06-27,0.608,0.0,2.877,-0.117,61.482,4.075,3.761,0.716,1.845,-0.017,-0.012,0.047,-0.056,0.002,0.025,-0.014,0.063,0.02,-0.056,0.008,2.775,0.049,2.261,0.033,2.457,2013-07-12,energy
ERF,PBR-A,2018-06-27,0.863,1.0,-3.604,0.85,0.061,4.075,3.761,0.783,-1.211,0.022,0.058,-0.024,0.056,-0.101,-0.004,0.087,0.039,0.006,0.005,0.074,-2.364,0.019,-3.279,0.092,-2.064,2013-07-12,energy
FTI,NOV,2018-06-27,1.0,1.0,2.628,1.22,8.821,4.075,3.761,0.608,0.281,-0.053,-0.01,0.019,0.014,0.008,0.016,-0.034,0.048,-0.002,0.03,-0.053,4.4,-0.059,4.593,-0.0,2.634,2013-07-12,energy
GPRE,HES,2018-06-27,0.588,0.0,2.531,0.574,36.037,4.075,3.761,0.551,1.126,0.017,-0.018,-0.026,0.029,0.0,-0.036,-0.045,0.054,-0.016,-0.002,0.002,2.501,-0.017,2.735,-0.081,3.525,2013-07-12,energy
