ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABT,CYRX,2020-10-09,0.549,2.53,0.562,-24.538,3.87,0.033662133,1.0849384,-0.029,3.128,0.002,2.484,-0.053,3.638,2015-10-23,health_care_equipment_and_services
ALGN,MODV,2020-10-09,0.804,2.984,0.089,43.099,3.87,0.938243,1.463558,-0.161,5.501,-0.221,6.442,-0.314,7.896,2015-10-23,health_care_equipment_and_services
ALGN,QDEL,2020-10-09,0.608,3.279,0.166,40.146,3.87,0.9957167,3.3632362,0.298,1.505,0.355,1.165,0.349,1.201,2015-10-23,health_care_equipment_and_services
AMEH,ISRG,2020-10-09,0.804,2.788,1.066,154.564,3.87,0.7019544,1.726663,-0.044,3.239,-0.017,2.962,-0.081,3.612,2015-10-23,health_care_equipment_and_services
AMEH,MODV,2020-10-09,0.863,3.243,0.656,55.379,3.87,0.7850088,1.9741836,-0.31,6.922,-0.403,8.028,-0.534,9.575,2015-10-23,health_care_equipment_and_services
AMEH,QDEL,2020-10-09,0.667,3.424,-0.698,96.718,3.87,0.89044577,0.9487792,0.28,2.109,0.33,1.874,0.285,2.087,2015-10-23,health_care_equipment_and_services
AMEH,UNH,2020-10-09,0.745,2.515,0.759,232.292,3.87,0.6665748,1.228148,-0.065,3.247,-0.051,3.089,-0.092,3.556,2015-10-23,health_care_equipment_and_services
AMN,ISRG,2020-10-09,0.529,2.608,0.544,143.124,3.87,0.48215017,1.5938501,-0.045,3.098,-0.011,2.721,-0.078,3.446,2015-10-23,health_care_equipment_and_services
AMN,QDEL,2020-10-09,0.588,3.719,-1.508,168.047,3.87,0.68171847,0.030983135,0.426,2.332,0.453,2.243,0.38,2.481,2015-10-23,health_care_equipment_and_services
ANTM,CYRX,2020-10-09,0.51,3.104,0.128,-15.671,3.87,0.8048923,2.8443122,0.004,3.07,0.058,2.543,-0.012,3.215,2015-10-23,health_care_equipment_and_services
ANTM,ISRG,2020-10-09,0.608,2.551,0.693,-1.666,3.87,0.8800755,0.9151122,0.016,2.164,0.027,1.919,0.013,2.25,2015-10-23,health_care_equipment_and_services
ANTM,ITGR,2020-10-09,0.98,-2.62,0.368,-21.945,3.87,0.54940987,-0.1961056,-0.052,-3.815,0.028,-1.97,-0.002,-2.667,2015-10-23,health_care_equipment_and_services
ATRI,COO,2020-10-09,0.608,2.732,0.219,132.059,3.87,0.8297202,1.8850833,-0.0,2.737,0.021,2.413,0.012,2.545,2015-10-23,health_care_equipment_and_services
ATRI,SYK,2020-10-09,0.529,2.584,0.123,95.002,3.87,0.802424,1.2314371,-0.05,3.376,-0.052,3.42,-0.05,3.383,2015-10-23,health_care_equipment_and_services
BAX,CHE,2020-10-09,0.667,2.855,8.437,-266.615,3.87,0.08777182,0.29038647,0.019,2.232,0.003,2.761,-0.027,3.751,2015-10-23,health_care_equipment_and_services
BAX,CYRX,2020-10-09,0.824,4.021,0.672,-33.037,3.87,0.6570073,0.61415744,-0.016,4.229,0.026,3.682,-0.039,4.535,2015-10-23,health_care_equipment_and_services
BAX,SLP,2020-10-09,0.529,4.145,1.227,-61.584,3.87,0.027899122,4.065384,0.019,3.824,0.106,2.373,0.002,4.118,2015-10-23,health_care_equipment_and_services
BAX,SYK,2020-10-09,0.667,3.117,2.071,24.642,3.87,0.3395468,0.96364766,-0.017,3.649,-0.028,4.022,-0.028,4.027,2015-10-23,health_care_equipment_and_services
BDX,CYRX,2020-10-09,0.784,3.667,0.218,-32.939,3.87,0.6398828,3.003862,-0.026,3.959,0.026,3.372,-0.024,3.934,2015-10-23,health_care_equipment_and_services
BDX,ISRG,2020-10-09,0.922,3.913,1.103,-77.877,3.87,0.49116793,1.504667,-0.017,4.373,-0.003,3.989,-0.007,4.088,2015-10-23,health_care_equipment_and_services
BDX,QDEL,2020-10-09,0.706,3.733,1.333,-219.132,3.87,0.31639704,1.0459471,0.135,2.227,0.159,1.952,0.18,1.721,2015-10-23,health_care_equipment_and_services
BDX,UNH,2020-10-09,0.765,3.307,1.142,-14.504,3.87,0.7063326,1.0980327,-0.032,4.12,-0.023,3.908,-0.019,3.782,2015-10-23,health_care_equipment_and_services
BSX,LHCG,2020-10-09,0.608,2.996,4.596,-51.907,3.87,0.8758297,2.97282,-0.005,3.069,-0.015,3.204,-0.036,3.501,2015-10-23,health_care_equipment_and_services
BSX,STE,2020-10-09,0.549,2.751,3.83,-14.083,3.87,0.12642632,2.052072,-0.037,3.583,-0.079,4.508,-0.088,4.717,2015-10-23,health_care_equipment_and_services
CAH,OMI,2020-10-09,0.51,3.333,0.571,-16.049,3.87,0.9133038,2.1765418,0.15,1.768,0.041,2.905,0.006,3.27,2015-10-23,health_care_equipment_and_services
CHE,CYRX,2020-10-09,0.824,3.546,0.093,-16.388,3.87,0.41980156,2.5224814,-0.035,4.09,0.026,3.149,-0.007,3.656,2015-10-23,health_care_equipment_and_services
CHE,IDXX,2020-10-09,0.627,3.161,0.642,16.241,3.87,0.3057982,1.9874718,-0.051,4.622,-0.065,5.0,-0.091,5.74,2015-10-23,health_care_equipment_and_services
CHE,PODD,2020-10-09,0.765,3.552,0.608,-90.579,3.87,0.025203388,0.28897431,-0.013,4.069,0.015,2.975,0.062,1.148,2015-10-23,health_care_equipment_and_services
CNMD,CYRX,2020-10-09,0.686,3.396,0.206,1.091,3.87,0.9307747,0.15380442,-0.027,3.598,0.075,2.841,-0.007,3.446,2015-10-23,health_care_equipment_and_services
CNMD,PODD,2020-10-09,0.627,2.549,1.832,-11.733,3.87,0.9666954,2.3544488,0.014,2.41,0.08,1.764,0.122,1.346,2015-10-23,health_care_equipment_and_services
CNMD,SLP,2020-10-09,0.529,3.126,0.373,0.979,3.87,0.98089904,0.35807618,0.027,2.914,0.21,1.456,0.061,2.639,2015-10-23,health_care_equipment_and_services
CNMD,STE,2020-10-09,0.569,2.892,1.137,38.061,3.87,0.731415,2.6853082,0.022,2.543,0.06,1.935,0.079,1.637,2015-10-23,health_care_equipment_and_services
CNMD,SYK,2020-10-09,0.608,3.038,1.146,91.192,3.87,0.60162985,0.5761517,-0.011,3.371,0.014,2.614,0.048,1.558,2015-10-23,health_care_equipment_and_services
COO,SNN,2020-10-09,0.784,-2.51,0.096,10.291,3.87,0.110588014,-0.60131335,0.042,-1.299,0.034,-1.507,0.042,-1.3,2015-10-23,health_care_equipment_and_services
CRVL,HOLX,2020-10-09,0.51,2.541,0.424,17.892,3.87,0.21178865,0.9801438,0.011,2.322,-0.005,2.639,-0.026,3.055,2015-10-23,health_care_equipment_and_services
EHC,QDEL,2020-10-09,0.529,3.409,2.15,-20.432,3.87,0.97943133,0.14363141,0.207,1.936,0.307,1.229,0.275,1.459,2015-10-23,health_care_equipment_and_services
EW,LHCG,2020-10-09,0.549,2.831,2.353,-27.624,3.87,0.6114318,1.7894495,0.027,2.246,0.068,1.375,0.046,1.84,2015-10-23,health_care_equipment_and_services
EW,STE,2020-10-09,0.941,2.512,1.734,19.802,3.87,0.5209134,0.48451412,-0.004,2.684,0.005,2.295,-0.008,2.85,2015-10-23,health_care_equipment_and_services
GMED,MODV,2020-10-09,0.529,3.079,0.747,30.74,3.87,0.844122,2.1367114,-0.221,6.688,-0.288,7.79,-0.366,9.065,2015-10-23,health_care_equipment_and_services
IART,LH,2020-10-09,0.882,2.503,1.167,103.066,3.87,0.7129348,0.46275476,0.016,2.208,0.004,2.422,-0.01,2.683,2015-10-23,health_care_equipment_and_services
ICUI,MODV,2020-10-09,0.608,3.254,0.027,60.826,3.87,0.5596181,2.0302742,-0.33,6.84,-0.431,7.941,-0.581,9.574,2015-10-23,health_care_equipment_and_services
ITGR,MLAB,2020-10-09,0.765,3.394,2.356,40.384,3.87,0.40545005,1.2518032,0.043,2.685,0.11,1.586,0.07,2.239,2015-10-23,health_care_equipment_and_services
ITGR,MOH,2020-10-09,0.745,2.919,1.464,23.86,3.87,0.7223295,1.8915157,-0.021,3.141,0.033,2.568,-0.065,3.614,2015-10-23,health_care_equipment_and_services
ITGR,UNH,2020-10-09,0.51,3.094,1.118,166.252,3.87,0.77506334,1.9391607,-0.052,3.865,-0.005,3.168,-0.039,3.684,2015-10-23,health_care_equipment_and_services
NUVA,ZBH,2020-10-09,0.784,3.224,1.137,50.682,3.87,0.17201531,1.5026199,-0.075,4.869,-0.043,4.164,-0.037,4.034,2015-10-23,health_care_equipment_and_services
RDNT,UNH,2020-10-09,0.843,2.537,6.665,151.03,3.87,0.6441221,1.0170966,-0.026,3.043,0.003,2.474,-0.027,3.057,2015-10-23,health_care_equipment_and_services
SNN,SYK,2020-10-09,0.804,4.034,4.424,12.976,3.87,0.5039478,0.5399595,-0.001,4.085,-0.021,4.931,-0.013,4.596,2015-10-23,health_care_equipment_and_services
UHS,ZBH,2020-10-09,0.667,2.648,0.487,58.888,3.87,0.22174145,1.5620426,-0.002,2.682,0.059,1.605,0.003,2.603,2015-10-23,health_care_equipment_and_services
ACIW,FIVN,2020-10-09,0.686,2.873,1.657,10.346,4.23,0.9165878,1.17881,0.029,2.674,0.012,2.79,-0.09,3.489,2015-10-23,software_and_services
ACIW,MTLS,2020-10-09,0.647,4.697,0.287,9.476,4.23,0.854407,0.23385991,0.144,3.35,0.02,4.508,-0.311,7.607,2015-10-23,software_and_services
ACIW,PAYC,2020-10-09,0.627,2.599,10.572,-112.671,4.23,0.7227403,2.2550328,0.005,2.54,0.051,2.03,0.042,2.13,2015-10-23,software_and_services
