ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ANSS,CRM,2018-08-09,0.588,0.0,3.268,0.657,13.963,4.542,4.291,0.045,1.215,-0.024,-0.018,0.002,-0.027,0.044,-0.01,-0.026,0.034,0.012,-0.002,0.013,2.674,-0.026,4.441,-0.015,3.965,2013-08-23,software_and_services
BLKB,CRM,2018-08-09,0.706,0.0,4.499,1.117,4.677,4.542,4.291,0.049,3.325,0.015,0.053,-0.049,0.019,-0.032,-0.008,0.041,0.006,-0.024,-0.061,-0.0,4.503,-0.094,7.593,-0.088,7.396,2013-08-23,software_and_services
BLKB,DSGX,2018-08-09,0.98,1.0,3.984,0.26,3.565,4.542,4.291,0.462,0.548,0.036,0.012,-0.011,-0.009,-0.036,0.003,0.082,0.03,0.039,-0.023,0.028,2.828,-0.034,5.41,-0.058,6.428,2013-08-23,software_and_services
BLKB,GPN,2018-08-09,0.961,1.0,2.668,1.023,5.223,4.542,4.291,0.665,0.075,-0.011,0.018,-0.034,-0.002,-0.066,0.023,0.008,0.044,0.016,0.007,-0.018,3.496,-0.095,7.017,-0.105,7.49,2013-08-23,software_and_services
BLKB,V,2018-08-09,0.882,0.5,4.367,1.124,4.827,4.542,4.291,0.125,1.274,0.0,0.039,-0.002,-0.042,0.041,-0.039,-0.049,0.023,0.014,-0.084,0.005,4.124,-0.097,8.65,-0.128,10.039,2013-08-23,software_and_services
CRM,DOX,2018-08-09,0.765,0.0,-2.77,0.186,38.981,4.542,4.291,0.174,-0.724,-0.007,0.028,0.032,0.036,0.006,-0.018,-0.032,0.025,0.033,-0.061,-0.009,-3.108,-0.02,-3.534,0.009,-2.424,2013-08-23,software_and_services
CSGS,EGHT,2018-08-09,0.608,0.333,3.367,0.442,-2.186,4.542,4.291,0.325,2.525,-0.0,-0.006,0.006,-0.03,-0.028,0.041,0.034,0.048,-0.001,-0.052,-0.008,3.488,0.095,1.983,0.062,2.46,2013-08-23,software_and_services
CTSH,SSNC,2018-08-09,0.549,0.0,3.051,0.783,-12.371,4.542,4.291,0.046,0.596,0.002,0.034,-0.047,-0.068,-0.05,-0.021,0.07,0.032,0.022,0.053,0.001,3.006,0.007,2.804,-0.002,3.111,2013-08-23,software_and_services
CTSH,WNS,2018-08-09,0.804,0.0,2.532,0.793,-14.998,4.542,4.291,0.029,0.403,-0.029,0.016,-0.088,0.017,-0.044,0.018,0.002,0.077,0.022,-0.022,0.001,2.479,-0.003,2.66,-0.029,3.616,2013-08-23,software_and_services
DOX,DSGX,2018-08-09,0.882,1.0,3.517,0.956,-29.903,4.542,4.291,0.009,0.263,-0.043,-0.0,-0.034,-0.019,-0.008,-0.021,0.012,-0.052,-0.003,0.007,0.006,3.206,0.018,2.626,0.03,2.091,2013-08-23,software_and_services
