ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ABT,2022-02-15,0.549,-3.149,1.032,-1.504,4.35,0.041907623,-0.2160114,-0.051,-5.312,-0.106,-7.644,-0.096,-7.194,2017-03-02,health_care_equipment_and_services
ABC,ATRC,2022-02-15,0.608,-3.13,0.949,-44.521,4.35,0.016723068,-0.9382877,-0.05,-4.453,-0.145,-6.933,-0.188,-8.06,2017-03-02,health_care_equipment_and_services
ABC,CYRX,2022-02-15,0.51,-3.691,0.973,-57.496,4.35,0.0873206,-1.9650533,-0.092,-5.105,-0.158,-6.135,-0.161,-6.169,2017-03-02,health_care_equipment_and_services
ABC,DGX,2022-02-15,0.922,-3.871,1.102,7.358,4.35,0.05061954,-0.37793294,0.008,-3.594,-0.071,-6.352,-0.028,-4.859,2017-03-02,health_care_equipment_and_services
ABC,ISRG,2022-02-15,0.549,-3.073,3.173,-76.101,4.35,0.00015825164,-0.89655775,-0.055,-4.58,-0.105,-5.974,-0.155,-7.356,2017-03-02,health_care_equipment_and_services
ABC,LH,2022-02-15,0.882,-3.334,2.748,-60.256,4.35,0.0012577319,-0.62127936,-0.03,-4.378,-0.082,-6.173,-0.093,-6.548,2017-03-02,health_care_equipment_and_services
ABC,MCK,2022-02-15,0.627,2.604,1.98,-29.795,4.35,0.36330822,0.85745126,-0.001,2.636,-0.023,4.017,-0.051,5.71,2017-03-02,health_care_equipment_and_services
ABC,NEOG,2022-02-15,0.627,-3.823,0.251,12.731,4.35,0.29657575,-1.4004045,-0.057,-5.159,-0.174,-7.928,-0.189,-8.275,2017-03-02,health_care_equipment_and_services
ABC,RMD,2022-02-15,0.529,-2.918,2.681,-80.391,4.35,0.007927493,-1.2587775,-0.008,-3.137,-0.094,-5.62,-0.13,-6.655,2017-03-02,health_care_equipment_and_services
ABT,CYRX,2022-02-15,0.569,-2.822,0.974,-59.159,4.35,0.17931443,-0.6613371,-0.019,-3.173,-0.003,-2.876,-0.022,-3.238,2017-03-02,health_care_equipment_and_services
