ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,QDEL,2020-06-17,0.529,5.07,0.0,64.28,4.35,0.7222243,0.5037371,-0.289,7.193,-0.193,6.492,0.205,3.564,2015-07-01,health_care_equipment_and_services
ABT,CYRX,2020-06-17,0.706,2.78,0.311,-7.856,4.35,0.6265383,0.7025589,-0.09,4.761,-0.056,4.016,-0.322,9.846,2015-07-01,health_care_equipment_and_services
ADUS,CNMD,2020-06-17,0.608,-2.55,0.783,22.3,4.35,0.74263513,-1.1409322,0.073,-1.405,0.076,-1.351,0.066,-1.509,2015-07-01,health_care_equipment_and_services
ADUS,HCA,2020-06-17,0.804,-3.113,0.9,54.393,4.35,0.28671506,-1.506209,0.068,-2.171,0.182,-0.587,0.201,-0.331,2015-07-01,health_care_equipment_and_services
ADUS,USPH,2020-06-17,0.706,-2.919,0.856,40.435,4.35,0.42722082,-2.5101323,0.069,-2.267,0.093,-2.039,0.104,-1.934,2015-07-01,health_care_equipment_and_services
ALGN,MODV,2020-06-17,0.765,2.723,0.08,42.936,4.35,0.7982807,0.5293382,0.033,2.134,-0.124,4.904,-0.044,3.504,2015-07-01,health_care_equipment_and_services
ALGN,QDEL,2020-06-17,0.765,5.084,0.053,50.792,4.35,0.8176006,0.51174265,-0.256,7.106,-0.17,6.425,0.208,3.439,2015-07-01,health_care_equipment_and_services
AMED,DXCM,2020-06-17,0.647,4.219,0.42,-11.457,4.35,0.62228763,2.5749476,0.053,3.138,0.074,2.717,0.151,1.169,2015-07-01,health_care_equipment_and_services
AMEH,MODV,2020-06-17,0.961,2.745,0.966,47.099,4.35,0.80708617,0.29812655,-0.01,2.904,-0.164,5.328,-0.094,4.222,2015-07-01,health_care_equipment_and_services
AMEH,QDEL,2020-06-17,0.784,5.173,1.157,44.981,4.35,0.92592746,1.04666,-0.262,7.31,-0.174,6.595,0.193,3.6,2015-07-01,health_care_equipment_and_services
AMN,HUM,2020-06-17,0.51,2.795,2.185,169.173,4.35,0.6754331,1.1987634,-0.042,3.318,-0.054,3.465,0.012,2.646,2015-07-01,health_care_equipment_and_services
AMN,QDEL,2020-06-17,0.588,5.231,0.396,42.902,4.35,0.66016495,3.8904643,-0.262,7.338,-0.166,6.569,0.209,3.551,2015-07-01,health_care_equipment_and_services
ANTM,CYRX,2020-06-17,0.627,3.199,0.088,-8.295,4.35,0.7751087,2.0059361,-0.151,5.212,-0.094,4.447,-0.447,9.157,2015-07-01,health_care_equipment_and_services
BAX,CYRX,2020-06-17,0.863,3.597,0.451,-19.012,4.35,0.26023495,0.49981815,-0.101,6.433,-0.106,6.568,-0.366,13.904,2015-07-01,health_care_equipment_and_services
BAX,SLP,2020-06-17,0.569,4.967,0.866,-38.069,4.35,0.06716089,1.3506364,-0.052,6.646,-0.08,7.555,-0.12,8.827,2015-07-01,health_care_equipment_and_services
BDX,CYRX,2020-06-17,0.882,3.677,0.163,-22.907,4.35,0.090069555,1.8109623,-0.046,4.532,-0.041,4.441,-0.37,10.59,2015-07-01,health_care_equipment_and_services
BDX,QDEL,2020-06-17,0.725,5.769,0.696,-90.106,4.35,0.62127995,0.9864174,-0.11,7.426,-0.068,6.8,0.099,4.274,2015-07-01,health_care_equipment_and_services
BDX,RMD,2020-06-17,0.784,3.107,1.032,-117.953,4.35,0.0022377633,1.2467109,0.007,2.933,0.029,2.431,-0.028,3.758,2015-07-01,health_care_equipment_and_services
BDX,UNH,2020-06-17,0.902,2.692,1.185,-30.037,4.35,0.52335525,0.26716632,0.034,1.552,-0.005,2.846,-0.048,4.302,2015-07-01,health_care_equipment_and_services
BSX,LHCG,2020-06-17,0.608,3.282,4.076,-42.646,4.35,0.16341092,1.8354737,-0.087,5.033,-0.096,5.221,-0.108,5.467,2015-07-01,health_care_equipment_and_services
CHE,CYRX,2020-06-17,0.961,2.982,0.051,-3.368,4.35,0.4763843,1.1502274,-0.121,5.436,-0.063,4.262,-0.405,11.214,2015-07-01,health_care_equipment_and_services
CHE,RMD,2020-06-17,0.902,2.574,0.325,5.004,4.35,0.35346252,0.1635749,-0.051,4.615,0.028,1.458,0.037,1.109,2015-07-01,health_care_equipment_and_services
CNMD,CYRX,2020-06-17,0.843,3.763,0.179,0.307,4.35,0.61655307,3.2377176,-0.164,5.604,-0.099,4.873,-0.507,9.438,2015-07-01,health_care_equipment_and_services
