ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACIW,MMS,2021-04-23,0.588,0.833,2.608,1.135,33.369,3.876,3.351,0.614,0.868,0.074,0.029,-0.03,0.03,0.0,0.061,0.027,-0.011,-0.011,0.027,0.011,2.286,-0.012,2.98,-0.013,3.001,2016-05-06,software_and_services
ACIW,ORCL,2021-04-23,0.608,1.0,2.693,0.995,21.64,3.876,3.351,0.698,1.172,-0.023,-0.023,-0.031,0.001,0.019,-0.006,-0.013,-0.023,0.024,-0.005,-0.042,3.739,-0.052,3.986,-0.158,6.626,2016-05-06,software_and_services
ACN,ENV,2021-04-23,0.588,0.333,-2.839,0.227,23.91,3.876,3.351,0.153,-0.69,-0.001,0.0,0.016,0.028,0.001,-0.034,0.013,0.012,0.0,-0.051,0.002,-2.788,0.035,-2.012,-0.032,-3.593,2016-05-06,software_and_services
ADSK,ORCL,2021-04-23,0.549,0.5,2.969,0.105,32.643,3.876,3.351,0.183,1.147,-0.05,-0.1,-0.015,-0.044,0.045,-0.091,-0.017,0.021,-0.039,-0.035,-0.049,4.429,-0.041,4.187,-0.105,6.093,2016-05-06,software_and_services
AZPN,ORCL,2021-04-23,0.647,1.0,2.924,0.281,20.285,3.876,3.351,0.354,0.903,0.058,0.073,0.054,0.03,-0.007,0.016,-0.006,-0.005,-0.01,-0.003,-0.054,4.505,-0.058,4.637,-0.123,6.549,2016-05-06,software_and_services
BB,WIT,2021-04-23,0.608,0.0,3.159,0.249,2.63,3.876,3.351,0.556,1.558,-0.028,0.028,0.031,0.091,0.018,-0.024,-0.033,0.067,-0.036,0.002,-0.056,3.889,0.049,2.522,-0.111,4.605,2016-05-06,software_and_services
BFH,WIT,2021-04-23,0.529,0.0,2.921,0.006,3.944,3.876,3.351,0.977,0.079,-0.005,-0.008,0.008,-0.004,-0.014,-0.005,0.013,0.015,-0.006,-0.016,-0.055,3.374,-0.082,3.598,-0.185,4.458,2016-05-06,software_and_services
BLKB,IBM,2021-04-23,0.647,1.0,2.879,0.279,88.279,3.876,3.351,0.331,0.379,0.009,-0.004,0.034,-0.046,-0.011,0.024,0.012,-0.006,0.036,0.033,-0.025,3.441,-0.009,3.087,-0.001,2.91,2016-05-06,software_and_services
CDNS,ORCL,2021-04-23,0.765,0.667,3.075,0.198,37.082,3.876,3.351,0.056,0.509,0.104,0.025,-0.049,0.019,-0.0,-0.013,0.008,-0.058,-0.055,0.011,-0.073,5.659,-0.048,4.767,-0.119,7.284,2016-05-06,software_and_services
CSGS,MMS,2021-04-23,0.51,0.0,3.434,0.714,37.991,3.876,3.351,0.573,2.566,-0.012,-0.047,0.036,-0.004,0.028,-0.028,-0.053,0.036,-0.027,0.001,0.006,3.313,0.01,3.224,0.028,2.845,2016-05-06,software_and_services
CTSH,WIT,2021-04-23,0.745,0.0,2.726,0.094,-1.725,3.876,3.351,0.012,0.576,-0.037,-0.06,-0.009,-0.007,0.003,-0.064,-0.04,0.075,-0.022,-0.06,-0.08,4.856,-0.103,5.476,-0.154,6.837,2016-05-06,software_and_services
DSGX,ORCL,2021-04-23,0.784,0.667,3.178,0.528,29.927,3.876,3.351,0.049,0.976,0.066,0.068,-0.015,-0.028,0.005,0.24,0.023,-0.028,0.0,-0.004,-0.068,5.35,-0.011,3.539,-0.082,5.796,2016-05-06,software_and_services
DXC,WIT,2021-04-23,0.608,0.0,2.968,0.012,3.999,3.876,3.351,0.941,0.026,0.034,-0.011,-0.026,0.029,0.018,-0.014,-0.011,0.0,-0.025,0.043,-0.053,3.404,-0.073,3.564,-0.171,4.362,2016-05-06,software_and_services
EBIX,IBM,2021-04-23,0.608,1.0,2.527,0.133,103.647,3.876,3.351,0.927,0.393,0.011,-0.013,-0.041,0.02,-0.01,-0.001,0.004,0.019,0.005,-0.02,-0.03,3.057,-0.022,2.91,-0.005,2.618,2016-05-06,software_and_services
EEFT,MMS,2021-04-23,0.627,0.667,3.302,0.164,48.318,3.876,3.351,0.888,2.509,0.016,0.05,0.016,-0.026,0.037,0.013,-0.03,-0.003,0.021,-0.013,0.015,2.986,0.005,3.205,0.011,3.076,2016-05-06,software_and_services
EEFT,ORCL,2021-04-23,0.686,0.667,3.168,0.107,39.291,3.876,3.351,0.883,3.03,-0.006,-0.019,-0.016,0.01,0.045,-0.0,-0.042,0.016,-0.001,-0.019,-0.05,3.924,-0.042,3.799,-0.164,5.643,2016-05-06,software_and_services
ENV,EXLS,2021-04-23,0.51,0.0,3.355,0.667,21.734,3.876,3.351,0.606,2.148,0.034,-0.005,-0.01,-0.009,0.041,0.007,0.007,-0.03,0.079,0.047,-0.045,4.219,-0.053,4.367,-0.069,4.658,2016-05-06,software_and_services
ENV,FICO,2021-04-23,0.51,0.833,3.057,8.548,-240.681,3.876,3.351,0.025,0.606,0.059,0.033,-0.002,0.022,-0.016,0.005,0.026,0.031,0.022,0.019,0.027,2.458,0.065,1.619,0.004,2.96,2016-05-06,software_and_services
ENV,MA,2021-04-23,0.51,1.0,2.972,4.524,-34.557,3.876,3.351,0.705,0.844,-0.014,0.068,0.109,0.055,-0.083,0.005,0.058,0.01,0.08,-0.015,0.013,2.678,0.039,2.062,0.002,2.921,2016-05-06,software_and_services
FICO,ORCL,2021-04-23,0.686,0.333,2.962,0.056,33.825,3.876,3.351,0.175,0.808,0.099,0.098,0.035,0.079,-0.003,0.026,0.012,-0.015,-0.025,0.004,-0.064,4.936,-0.054,4.62,-0.118,6.585,2016-05-06,software_and_services
FIS,MMS,2021-04-23,0.588,0.0,2.742,0.281,33.772,3.876,3.351,0.203,1.252,-0.078,-0.102,-0.065,-0.051,0.009,0.005,0.036,-0.015,-0.014,0.009,0.011,2.477,-0.004,2.833,0.023,2.17,2016-05-06,software_and_services
FIS,ORCL,2021-04-23,0.549,0.0,3.024,0.294,16.166,3.876,3.351,0.156,1.554,0.007,-0.047,-0.04,-0.042,-0.053,0.064,0.082,-0.009,0.026,0.062,-0.042,4.134,-0.044,4.2,-0.118,6.172,2016-05-06,software_and_services
FLT,MMS,2021-04-23,0.627,0.167,3.294,0.136,34.615,3.876,3.351,0.803,1.56,-0.023,0.012,0.041,0.007,-0.001,0.004,0.024,-0.024,0.057,0.02,-0.004,3.396,-0.026,3.947,-0.004,3.401,2016-05-06,software_and_services
FORTY,ORCL,2021-04-23,0.529,0.333,3.343,0.272,36.278,3.876,3.351,0.06,1.078,0.049,0.032,0.005,0.009,0.011,0.005,0.021,-0.04,0.027,0.033,-0.058,4.811,-0.047,4.53,-0.146,7.049,2016-05-06,software_and_services
G,MMS,2021-04-23,0.824,0.0,2.994,1.105,29.28,3.876,3.351,0.335,1.497,0.016,-0.067,0.023,-0.03,-0.018,0.007,0.009,0.036,-0.02,-0.016,0.008,2.704,0.011,2.607,0.065,0.748,2016-05-06,software_and_services
G,ORCL,2021-04-23,0.863,0.333,3.028,0.984,17.499,3.876,3.351,0.406,1.088,-0.009,-0.002,0.0,0.018,0.017,-0.005,-0.024,0.015,-0.028,-0.016,-0.043,4.245,-0.026,3.768,-0.071,5.048,2016-05-06,software_and_services
GIB,MMS,2021-04-23,0.667,0.667,2.839,0.707,18.693,3.876,3.351,0.512,1.275,0.04,0.116,0.073,0.098,0.008,0.055,0.008,-0.024,-0.021,0.006,0.038,1.485,0.036,1.554,0.059,0.738,2016-05-06,software_and_services
GIB,ORCL,2021-04-23,0.667,0.667,2.742,0.539,14.451,3.876,3.351,0.639,1.718,0.009,0.057,-0.022,0.062,-0.021,0.012,0.01,-0.021,0.028,0.086,-0.012,3.03,-0.001,2.763,-0.077,4.569,2016-05-06,software_and_services
GPN,MMS,2021-04-23,0.569,0.0,2.629,0.164,42.925,3.876,3.351,0.221,0.966,0.023,0.049,0.092,0.048,-0.012,0.018,0.023,0.007,0.076,0.074,-0.012,2.955,-0.021,3.185,0.002,2.581,2016-05-06,software_and_services
GPN,ORCL,2021-04-23,0.686,0.333,3.054,0.172,25.562,3.876,3.351,0.215,1.103,-0.014,0.005,0.006,-0.008,-0.009,0.006,0.012,0.018,0.003,-0.016,-0.073,5.217,-0.068,5.076,-0.152,7.599,2016-05-06,software_and_services
IBM,ORCL,2021-04-23,0.51,0.333,2.729,0.254,24.725,3.876,3.351,0.019,2.304,0.046,0.026,0.027,-0.029,0.033,-0.0,-0.085,0.016,0.007,-0.038,-0.033,3.276,-0.021,3.082,-0.12,4.742,2016-05-06,software_and_services
INFY,ORCL,2021-04-23,0.529,1.0,2.726,1.974,30.913,3.876,3.351,0.462,0.568,0.033,0.026,-0.022,0.007,0.011,0.01,-0.021,0.014,0.02,-0.004,-0.027,3.599,0.025,1.917,-0.047,4.28,2016-05-06,software_and_services
INTU,ORCL,2021-04-23,0.647,1.0,2.721,0.103,24.418,3.876,3.351,0.271,0.148,-0.03,-0.022,-0.009,0.006,-0.008,0.012,-0.003,-0.068,0.032,0.052,-0.015,3.391,0.03,1.393,-0.01,3.169,2016-05-06,software_and_services
LPSN,ORCL,2021-04-23,0.667,0.667,3.848,0.383,38.486,3.876,3.351,0.547,1.061,0.027,-0.077,-0.015,-0.01,-0.034,-0.039,0.051,-0.022,-0.049,-0.011,-0.053,5.199,-0.004,3.962,-0.105,6.54,2016-05-06,software_and_services
MA,ORCL,2021-04-23,0.608,0.333,2.972,0.105,24.278,3.876,3.351,0.105,1.008,0.022,-0.024,0.012,-0.041,-0.053,0.015,0.05,-0.057,-0.002,0.009,-0.051,4.798,-0.038,4.318,-0.107,6.758,2016-05-06,software_and_services
MANH,MMS,2021-04-23,0.529,0.5,2.564,0.244,50.09,3.876,3.351,0.301,0.742,-0.005,0.036,0.019,0.016,0.005,-0.018,-0.045,0.014,-0.019,0.004,0.035,1.535,0.048,1.155,0.084,0.102,2016-05-06,software_and_services
MANH,ORCL,2021-04-23,0.706,1.0,3.159,0.249,33.627,3.876,3.351,0.285,0.438,0.025,0.003,-0.047,0.009,-0.013,0.009,0.008,-0.051,0.002,0.047,-0.019,3.826,0.012,2.742,-0.064,5.369,2016-05-06,software_and_services
MSFT,ORCL,2021-04-23,0.569,0.333,2.63,0.119,34.077,3.876,3.351,0.036,0.976,-0.026,0.008,0.031,0.004,-0.006,-0.002,0.021,-0.015,0.003,-0.031,-0.053,4.213,-0.024,3.358,-0.09,5.339,2016-05-06,software_and_services
NICE,ORCL,2021-04-23,0.647,0.5,3.603,0.108,34.768,3.876,3.351,0.174,1.607,0.038,-0.026,-0.055,0.007,0.071,-0.004,-0.048,0.063,0.016,-0.045,-0.059,5.175,-0.034,4.512,-0.077,5.645,2016-05-06,software_and_services
OTEX,PRFT,2021-04-23,0.706,0.0,2.584,2.054,-43.9,3.876,3.351,0.018,0.406,0.025,0.076,0.066,0.044,0.005,0.031,-0.007,-0.03,0.028,0.008,-0.081,5.778,-0.066,5.161,-0.073,5.433,2016-05-06,software_and_services
RAMP,SPSC,2021-04-23,0.549,1.0,2.959,1.408,-6.52,3.876,3.351,0.607,2.158,-0.021,-0.086,-0.059,-0.055,-0.028,0.014,0.039,-0.048,0.009,0.054,0.039,2.481,-0.022,3.233,-0.04,3.448,2016-05-06,software_and_services
RAMP,SSNC,2021-04-23,0.529,1.0,2.78,0.49,33.017,3.876,3.351,0.698,0.959,-0.016,0.055,-0.032,0.005,-0.017,0.01,0.009,-0.045,0.024,0.001,-0.029,3.299,-0.025,3.216,-0.075,4.092,2016-05-06,software_and_services
