ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,MDT,2019-07-19,0.51,3.101,0.044,67.285,4.08,0.45818946,2.231286,-0.058,4.333,-0.11,5.438,-0.108,5.385,2014-08-01,health_care_equipment_and_services
ABMD,PODD,2019-07-19,0.647,3.59,0.194,24.208,4.08,0.33536527,3.525931,-0.26,7.048,-0.235,6.724,-0.301,7.591,2014-08-01,health_care_equipment_and_services
ABMD,RDNT,2019-07-19,0.706,2.669,0.028,3.97,4.08,0.21304041,0.7040266,-0.102,4.349,-0.101,4.346,-0.12,4.649,2014-08-01,health_care_equipment_and_services
ABMD,RMD,2019-07-19,0.608,3.358,0.158,48.325,4.08,0.7402599,2.1418233,-0.145,5.873,-0.126,5.54,-0.134,5.68,2014-08-01,health_care_equipment_and_services
ABMD,STE,2019-07-19,0.549,3.225,0.161,53.708,4.08,0.9032157,1.5300844,-0.096,4.446,-0.053,3.9,-0.059,3.97,2014-08-01,health_care_equipment_and_services
ABT,CNC,2019-07-19,0.706,-2.754,0.801,5.691,4.08,0.17346089,-2.184308,-0.031,-3.256,-0.031,-3.25,-0.015,-2.996,2014-08-01,health_care_equipment_and_services
ABT,SLP,2019-07-19,0.588,4.022,0.375,-4.67,4.08,0.0068195127,1.3492056,-0.059,6.255,-0.042,5.607,-0.04,5.557,2014-08-01,health_care_equipment_and_services
ALGN,CYRX,2019-07-19,0.608,3.469,0.047,-1.705,4.08,0.39645287,2.192225,-0.285,7.67,-0.108,5.058,0.032,2.994,2014-08-01,health_care_equipment_and_services
ALGN,PODD,2019-07-19,0.863,3.454,0.24,18.107,4.08,0.84341383,2.1278825,-0.298,8.92,-0.277,8.525,-0.273,8.456,2014-08-01,health_care_equipment_and_services
ALGN,RMD,2019-07-19,0.667,2.546,0.183,45.962,4.08,0.9032035,1.2718244,-0.184,5.996,-0.166,5.666,-0.12,4.803,2014-08-01,health_care_equipment_and_services
ALGN,STE,2019-07-19,0.686,2.858,0.196,49.202,4.08,0.7024581,2.778971,-0.137,4.891,-0.097,4.303,-0.053,3.647,2014-08-01,health_care_equipment_and_services
AMEH,CHE,2019-07-19,0.765,2.805,9.116,118.756,4.08,0.917547,1.0090564,-0.116,4.312,-0.005,2.872,-0.098,4.083,2014-08-01,health_care_equipment_and_services
AMEH,HAE,2019-07-19,0.706,2.705,3.431,20.808,4.08,0.48299745,1.3978405,-0.076,3.44,0.073,1.99,-0.036,3.053,2014-08-01,health_care_equipment_and_services
AMEH,PODD,2019-07-19,0.765,2.989,2.854,30.371,4.08,0.81368464,1.6817387,-0.183,4.905,-0.069,3.71,-0.219,5.288,2014-08-01,health_care_equipment_and_services
AMEH,RMD,2019-07-19,0.647,2.8,2.376,52.484,4.08,0.9384893,0.83425176,-0.074,3.827,0.023,2.48,-0.058,3.603,2014-08-01,health_care_equipment_and_services
AMEH,SLP,2019-07-19,0.588,4.64,0.59,7.602,4.08,0.946963,0.8706701,-0.068,5.423,0.044,4.136,-0.026,4.938,2014-08-01,health_care_equipment_and_services
AMEH,SYK,2019-07-19,0.529,3.087,3.109,104.517,4.08,0.8971834,1.4354237,-0.036,3.643,0.019,2.793,-0.035,3.628,2014-08-01,health_care_equipment_and_services
AMEH,TFX,2019-07-19,0.549,2.93,5.604,155.121,4.08,0.8900168,1.1286525,-0.078,3.983,0.059,2.135,0.012,2.771,2014-08-01,health_care_equipment_and_services
AMN,PODD,2019-07-19,0.588,2.571,1.974,-23.877,4.08,0.029773312,1.1361198,-0.119,4.441,-0.11,4.288,-0.109,4.273,2014-08-01,health_care_equipment_and_services
ANTM,SLP,2019-07-19,0.608,4.782,0.09,-2.715,4.08,0.5897751,2.8228822,-0.094,7.358,-0.094,7.353,-0.09,7.261,2014-08-01,health_care_equipment_and_services
ATRI,COO,2019-07-19,0.725,3.75,0.288,62.812,4.08,0.25969955,0.5109227,-0.016,4.37,0.066,1.254,0.089,0.373,2014-08-01,health_care_equipment_and_services
BDX,SLP,2019-07-19,0.725,4.951,0.163,-16.571,4.08,0.20031077,3.1777186,-0.042,6.235,-0.003,5.031,0.002,4.902,2014-08-01,health_care_equipment_and_services
BDX,SYK,2019-07-19,0.843,2.555,0.833,-17.419,4.08,0.7500563,0.92469925,-0.025,3.661,-0.016,3.259,-0.006,2.841,2014-08-01,health_care_equipment_and_services
BSX,OMCL,2019-07-19,0.569,-3.082,2.536,-23.175,4.08,0.15595719,-0.6939804,0.005,-2.912,0.019,-2.415,0.102,0.516,2014-08-01,health_care_equipment_and_services
CHE,SLP,2019-07-19,0.824,5.053,0.071,-1.543,4.08,0.5668819,4.167002,0.021,4.373,0.039,3.79,0.04,3.765,2014-08-01,health_care_equipment_and_services
CNC,CYRX,2019-07-19,0.569,3.442,0.299,-6.269,4.08,0.2264829,2.7469,-0.17,5.537,-0.015,3.626,0.074,2.53,2014-08-01,health_care_equipment_and_services
CNC,RDNT,2019-07-19,0.843,2.768,0.225,-0.607,4.08,0.06793501,0.74389553,-0.057,3.96,-0.067,4.176,-0.058,3.975,2014-08-01,health_care_equipment_and_services
CNC,RMD,2019-07-19,0.627,3.595,1.294,21.494,4.08,0.49246925,1.810424,-0.103,5.844,-0.095,5.672,-0.082,5.387,2014-08-01,health_care_equipment_and_services
CNC,STE,2019-07-19,0.725,3.435,1.354,24.677,4.08,0.90252835,0.5961956,-0.065,4.458,-0.036,3.996,-0.022,3.785,2014-08-01,health_care_equipment_and_services
COO,OMCL,2019-07-19,0.569,-3.128,0.367,-33.405,4.08,0.030954322,-0.670081,0.003,-3.021,0.081,-0.652,0.115,0.399,2014-08-01,health_care_equipment_and_services
CYRX,QDEL,2019-07-19,0.51,-2.908,3.33,15.977,4.08,0.19221886,-1.3624927,-0.082,-4.162,0.097,-1.429,0.146,-0.682,2014-08-01,health_care_equipment_and_services
CYRX,SLP,2019-07-19,0.667,4.136,1.041,6.941,4.08,0.104763515,0.4841981,0.026,3.282,-0.053,5.864,-0.099,7.34,2014-08-01,health_care_equipment_and_services
DGX,TVTY,2019-07-19,0.549,-2.562,0.463,-10.916,4.08,0.20371157,-1.310702,0.022,-2.368,-0.008,-2.629,-0.029,-2.819,2014-08-01,health_care_equipment_and_services
EHC,MDT,2019-07-19,0.588,2.744,0.556,55.1,4.08,0.507322,1.1460828,-0.037,3.825,-0.079,5.029,-0.059,4.469,2014-08-01,health_care_equipment_and_services
GMED,RMD,2019-07-19,0.569,3.165,1.512,26.777,4.08,0.9319284,1.8586832,-0.006,3.277,0.019,2.777,0.023,2.702,2014-08-01,health_care_equipment_and_services
HAE,QDEL,2019-07-19,0.667,-2.526,0.579,4.703,4.08,0.07499618,-1.3948374,-0.03,-3.053,0.027,-2.046,0.005,-2.443,2014-08-01,health_care_equipment_and_services
HUM,MDT,2019-07-19,0.51,2.687,0.096,53.725,4.08,0.46698114,1.6633654,-0.013,2.991,-0.078,4.511,-0.06,4.103,2014-08-01,health_care_equipment_and_services
HUM,PODD,2019-07-19,0.608,2.706,0.421,-34.41,4.08,0.005358002,2.1431706,-0.103,4.383,-0.128,4.795,-0.141,5.007,2014-08-01,health_care_equipment_and_services
HUM,SLP,2019-07-19,0.647,4.451,0.087,-5.706,4.08,0.40774742,0.46215588,-0.03,4.94,-0.036,5.04,-0.009,4.606,2014-08-01,health_care_equipment_and_services
HUM,STE,2019-07-19,0.725,2.677,0.354,3.832,4.08,0.38048086,0.70503086,-0.004,2.737,-0.006,2.777,0.018,2.401,2014-08-01,health_care_equipment_and_services
HUM,SYK,2019-07-19,0.588,2.635,0.438,38.97,4.08,0.6930347,2.161547,-0.01,2.826,-0.049,3.616,-0.018,3.003,2014-08-01,health_care_equipment_and_services
IART,IDXX,2019-07-19,0.608,2.869,4.732,-59.982,4.08,0.4862895,2.1742508,0.072,1.577,0.079,1.451,0.07,1.611,2014-08-01,health_care_equipment_and_services
IART,MDT,2019-07-19,0.529,2.633,0.519,51.123,4.08,0.6257854,1.83934,0.005,2.53,-0.042,3.558,-0.031,3.312,2014-08-01,health_care_equipment_and_services
