ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACN,GPN,2019-06-12,0.824,0.167,2.687,0.92,-23.409,3.7,3.768,0.259,0.833,-0.03,-0.037,0.015,-0.033,-0.002,0.009,-0.01,-0.009,0.023,-0.001,0.015,1.893,0.023,1.486,-0.003,2.83,2014-06-25,software_and_services
ADBE,NICE,2019-06-12,0.784,0.333,3.4,0.329,29.955,3.7,3.768,0.287,1.149,0.05,0.022,-0.03,0.022,-0.061,-0.013,0.002,0.003,-0.032,-0.031,0.012,2.881,-0.032,4.735,-0.045,5.297,2014-06-25,software_and_services
ADBE,V,2019-06-12,0.725,0.0,4.16,0.419,33.66,3.7,3.768,0.264,2.634,-0.006,0.001,-0.005,0.044,0.067,-0.015,-0.056,-0.011,-0.028,0.003,0.018,3.018,0.001,4.094,-0.011,4.873,2014-06-25,software_and_services
ADP,FICO,2019-06-12,0.51,0.0,3.085,2.09,-60.49,3.7,3.768,0.393,1.32,0.049,0.038,-0.013,0.014,-0.003,0.017,-0.008,-0.038,0.013,-0.032,-0.049,5.338,-0.068,6.195,-0.014,3.73,2014-06-25,software_and_services
APPS,TDC,2019-06-12,0.627,0.0,-3.284,4.781,27.487,3.7,3.768,0.394,-1.657,-0.002,-0.038,0.032,-0.004,0.025,-0.08,-0.063,0.01,-0.018,-0.01,-0.037,-3.799,-0.199,-6.078,-0.203,-6.132,2014-06-25,software_and_services
AZPN,PTC,2019-06-12,0.765,0.333,-3.908,0.823,7.514,3.7,3.768,0.677,-1.732,-0.043,0.04,0.001,0.03,0.034,0.068,-0.022,0.008,0.02,-0.001,-0.02,-4.57,-0.175,-9.82,-0.091,-6.994,2014-06-25,software_and_services
BB,MMS,2019-06-12,0.804,0.833,2.75,1.415,46.795,3.7,3.768,0.072,1.362,0.033,0.036,0.01,-0.0,-0.025,-0.02,0.031,-0.06,-0.023,-0.028,-0.014,3.003,-0.037,3.416,-0.071,4.03,2014-06-25,software_and_services
BLKB,GPN,2019-06-12,0.627,0.0,3.209,0.705,42.245,3.7,3.768,0.987,1.034,0.042,-0.024,-0.046,-0.0,-0.006,0.049,-0.006,-0.019,0.032,0.021,-0.005,3.266,0.053,2.604,0.012,3.074,2014-06-25,software_and_services
CRM,INTU,2019-06-12,0.647,0.833,3.558,1.534,-8.411,3.7,3.768,0.553,0.385,-0.043,-0.046,-0.018,-0.01,-0.012,0.037,0.012,0.02,-0.012,0.022,-0.029,5.227,-0.065,7.354,-0.01,4.127,2014-06-25,software_and_services
CRM,NICE,2019-06-12,0.627,0.667,3.955,0.672,15.748,3.7,3.768,0.441,1.184,0.059,0.012,0.013,0.02,0.022,-0.028,-0.023,-0.006,-0.012,0.048,-0.014,4.548,-0.076,7.222,-0.036,5.523,2014-06-25,software_and_services
