ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMN,2019-08-30,0.902,2.715,0.079,29.288,4.82,0.4098994,0.67347485,0.01,2.566,-0.02,3.005,-0.011,2.877,2014-09-15,health_care_equipment_and_services
ABMD,PODD,2019-08-30,0.647,4.487,0.183,30.246,4.82,0.6023138,2.851975,-0.068,5.137,0.027,4.228,-0.163,6.054,2014-09-15,health_care_equipment_and_services
ABMD,QDEL,2019-08-30,0.667,3.475,0.157,8.142,4.82,0.21914832,1.5592363,0.009,3.355,0.03,3.076,-0.054,4.195,2014-09-15,health_care_equipment_and_services
ABMD,RDNT,2019-08-30,0.706,2.667,0.027,4.434,4.82,0.22776593,1.3060814,-0.032,3.039,-0.116,4.037,-0.271,5.866,2014-09-15,health_care_equipment_and_services
ABMD,RMD,2019-08-30,0.549,4.232,0.151,51.95,4.82,0.8325176,0.20056437,0.013,4.069,-0.057,4.956,-0.061,4.998,2014-09-15,health_care_equipment_and_services
ABMD,ZBH,2019-08-30,0.608,2.713,0.007,109.549,4.82,0.63296586,0.87900853,0.037,2.087,0.006,2.616,-0.045,3.475,2014-09-15,health_care_equipment_and_services
ABT,ANTM,2019-08-30,0.98,-3.08,3.509,15.094,4.82,0.21793382,-1.0621904,-0.018,-3.668,0.029,-2.137,0.047,-1.544,2014-09-15,health_care_equipment_and_services
ABT,EW,2019-08-30,0.569,2.667,0.751,3.024,4.82,0.33793536,0.74827397,-0.002,2.743,-0.048,4.526,-0.054,4.784,2014-09-15,health_care_equipment_and_services
ABT,SLP,2019-08-30,0.588,3.012,0.425,-6.944,4.82,0.16114777,1.8592236,0.001,2.982,0.012,2.68,0.04,1.935,2014-09-15,health_care_equipment_and_services
ABT,SNN,2019-08-30,0.627,2.843,0.269,17.968,4.82,0.13509198,1.1186688,-0.004,3.001,0.042,1.255,0.042,1.236,2014-09-15,health_care_equipment_and_services
ADUS,HCA,2019-08-30,0.882,-3.454,1.265,37.106,4.82,0.3683725,-1.3509798,0.039,-2.439,0.078,-1.422,0.052,-2.092,2014-09-15,health_care_equipment_and_services
ADUS,NXGN,2019-08-30,0.549,-2.982,0.107,10.733,4.82,0.66672844,-1.2395921,0.087,-1.951,0.124,-1.501,0.155,-1.137,2014-09-15,health_care_equipment_and_services
ADUS,STAA,2019-08-30,0.667,-2.578,0.613,-8.37,4.82,0.23406804,-1.583954,0.009,-2.453,-0.006,-2.662,0.042,-1.987,2014-09-15,health_care_equipment_and_services
