ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,NEOG,2021-04-19,0.569,2.584,0.025,28.238,3.79,0.74084413,1.3287389,0.013,2.417,0.023,2.285,0.056,1.852,2016-05-02,health_care_equipment_and_services
ABT,ANTM,2021-04-19,0.922,2.639,1.214,168.449,3.79,0.15411292,0.2872889,-0.043,3.698,-0.028,3.328,-0.023,3.207,2016-05-02,health_care_equipment_and_services
ADUS,ANTM,2021-04-19,0.706,3.38,1.137,176.223,3.79,0.27897686,0.33092692,-0.055,4.602,-0.051,4.512,-0.069,4.907,2016-05-02,health_care_equipment_and_services
ADUS,MDT,2021-04-19,0.765,2.545,0.587,46.145,3.79,0.4677423,0.2981595,-0.037,3.861,-0.068,4.954,-0.065,4.846,2016-05-02,health_care_equipment_and_services
ADUS,PHG,2021-04-19,0.608,2.725,0.278,19.558,3.79,0.32337356,0.54680425,-0.004,2.85,-0.003,2.817,0.07,0.596,2016-05-02,health_care_equipment_and_services
AMED,ANTM,2021-04-19,0.745,2.984,0.318,216.628,3.79,0.29392865,0.35318896,-0.05,3.999,-0.026,3.503,-0.03,3.599,2016-05-02,health_care_equipment_and_services
AMED,ATRC,2021-04-19,0.765,2.888,0.152,11.285,3.79,0.64835536,1.3957505,-0.069,4.307,-0.123,5.424,-0.103,5.012,2016-05-02,health_care_equipment_and_services
AMED,UNH,2021-04-19,0.51,2.825,0.597,168.421,3.79,0.48935875,0.090931706,-0.07,5.122,-0.056,4.687,-0.065,4.975,2016-05-02,health_care_equipment_and_services
AMEH,ANTM,2021-04-19,0.941,2.67,3.678,201.751,3.79,0.7056564,0.49877864,0.02,2.324,0.222,-1.119,0.385,-3.886,2016-05-02,health_care_equipment_and_services
AMN,ANTM,2021-04-19,0.804,2.863,1.526,180.229,3.79,0.50243086,0.3968978,0.012,2.647,0.062,1.757,0.046,2.038,2016-05-02,health_care_equipment_and_services
AMN,SEM,2021-04-19,0.549,2.74,0.476,-8.662,3.79,0.066404805,0.14413376,0.065,1.186,0.044,1.691,0.099,0.359,2016-05-02,health_care_equipment_and_services
ATRI,OMCL,2021-04-19,0.588,2.843,0.014,69.413,3.79,0.68140316,2.7522576,0.023,2.679,-0.053,3.215,-0.089,3.467,2016-05-02,health_care_equipment_and_services
BDX,HAE,2021-04-19,0.647,-2.882,0.443,2.514,3.79,0.11228331,-0.6356024,-0.059,-3.7,-0.024,-3.22,-0.057,-3.67,2016-05-02,health_care_equipment_and_services
BDX,UNH,2021-04-19,0.51,2.549,1.06,20.922,3.79,0.88422155,2.2645164,-0.058,3.528,-0.04,3.221,-0.049,3.373,2016-05-02,health_care_equipment_and_services
BKD,CAH,2021-04-19,0.51,2.894,-0.542,49.523,3.79,0.026624845,0.5135914,0.08,1.873,0.045,2.322,0.069,2.016,2016-05-02,health_care_equipment_and_services
BKD,CYH,2021-04-19,0.725,2.563,-0.266,6.182,3.79,0.014201729,1.7088284,-0.424,4.161,-0.692,5.168,-0.52,4.52,2016-05-02,health_care_equipment_and_services
BSX,OMCL,2021-04-19,0.765,2.68,1.612,18.037,3.79,0.91855055,2.6513622,0.027,2.405,-0.017,2.85,-0.059,3.274,2016-05-02,health_care_equipment_and_services
CHE,PHG,2021-04-19,0.569,3.012,0.062,17.832,3.79,0.17470993,1.1990461,0.039,1.967,0.065,1.266,0.141,-0.778,2016-05-02,health_care_equipment_and_services
