ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ENSG,2018-04-11,0.569,2.753,0.114,10.621,4.039,0.459,0.932,0.086,0.012,-0.023,0.008,0.029,-0.045,-0.044,-0.073,-0.075,0.008,-0.164,5.788,-0.268,7.718,-0.29,8.115,2013-04-25,health_care_equipment_and_services
ABC,PDCO,2018-04-11,0.745,-3.549,0.047,31.495,4.039,0.824,-3.155,0.017,0.012,-0.052,-0.01,0.025,-0.034,-0.027,-0.022,0.03,-0.0,-0.01,-3.605,-0.032,-3.729,-0.013,-3.619,2013-04-25,health_care_equipment_and_services
ABMD,BDX,2018-04-11,0.745,-2.622,0.46,100.404,4.039,0.625,-1.512,-0.003,0.025,-0.011,0.032,0.164,-0.122,-0.184,-0.026,-0.092,-0.029,-0.088,-5.204,-0.133,-6.52,-0.081,-4.994,2013-04-25,health_care_equipment_and_services
ABMD,LH,2018-04-11,0.961,-2.798,0.296,98.156,4.039,0.764,-0.986,0.002,-0.001,-0.012,0.011,-0.004,-0.006,-0.01,-0.02,-0.019,-0.013,-0.046,-4.297,-0.045,-4.251,-0.046,-4.28,2013-04-25,health_care_equipment_and_services
ABMD,XRAY,2018-04-11,0.902,-3.004,0.019,54.787,4.039,0.48,-1.182,0.075,-0.037,-0.089,0.023,-0.003,-0.034,0.001,-0.024,-0.015,-0.049,-0.075,-3.988,-0.149,-4.957,-0.116,-4.515,2013-04-25,health_care_equipment_and_services
ABT,HAE,2018-04-11,0.529,2.814,1.491,-21.994,4.039,0.0,1.29,-0.001,-0.003,-0.014,0.013,0.01,-0.022,0.004,0.022,0.022,0.043,-0.059,4.71,-0.085,5.526,-0.089,5.664,2013-04-25,health_care_equipment_and_services
ACHC,PDCO,2018-04-11,0.51,-3.615,0.168,26.661,4.039,0.699,-2.955,-0.014,-0.025,-0.025,-0.069,0.077,0.021,-0.083,-0.036,0.012,0.028,-0.029,-3.831,-0.037,-3.887,-0.034,-3.863,2013-04-25,health_care_equipment_and_services
ALGN,PODD,2018-04-11,0.667,2.69,0.227,16.63,4.039,0.132,0.183,-0.023,0.021,0.007,-0.016,-0.001,0.02,0.012,-0.025,0.011,0.026,0.028,1.637,0.055,0.651,0.131,-2.173,2013-04-25,health_care_equipment_and_services
AMED,AMN,2018-04-11,0.824,2.784,0.756,1.396,4.039,0.905,1.038,0.022,0.038,0.007,0.053,0.008,0.006,-0.012,-0.03,-0.009,0.024,0.129,-0.112,0.179,-1.239,0.226,-2.309,2013-04-25,health_care_equipment_and_services
AMED,XRAY,2018-04-11,0.961,-3.899,0.275,44.079,4.039,0.829,-1.543,0.033,0.011,0.011,-0.033,-0.029,0.015,0.032,-0.001,-0.038,-0.004,-0.071,-5.22,-0.16,-6.862,-0.184,-7.297,2013-04-25,health_care_equipment_and_services
AMN,XRAY,2018-04-11,0.961,-3.466,0.172,50.724,4.039,0.621,-1.54,-0.009,-0.006,-0.004,0.057,0.03,0.036,-0.044,-0.039,-0.007,0.01,-0.019,-3.749,-0.077,-4.602,-0.06,-4.35,2013-04-25,health_care_equipment_and_services
ANTM,MODV,2018-04-11,0.745,3.198,0.158,24.588,4.039,0.022,1.275,-0.019,-0.06,0.028,-0.041,0.021,0.016,0.004,-0.06,-0.034,-0.048,0.027,2.581,-0.007,3.358,0.017,2.807,2013-04-25,health_care_equipment_and_services
ANTM,PDCO,2018-04-11,0.569,-3.254,-0.087,48.638,4.039,0.0,-1.359,0.016,-0.008,0.056,-0.011,0.007,0.033,0.029,-0.008,0.046,-0.026,0.023,-3.24,0.115,-3.185,1.124,-2.583,2013-04-25,health_care_equipment_and_services
ATEC,QDEL,2018-04-11,0.51,2.905,-0.421,28.063,4.039,0.989,0.621,0.006,-0.022,-0.049,0.044,-0.027,0.059,0.007,-0.042,0.039,0.033,-0.057,3.218,-0.189,3.948,-0.248,4.272,2013-04-25,health_care_equipment_and_services
ATRC,ENSG,2018-04-11,0.549,2.56,0.247,15.146,4.039,0.742,1.03,-0.001,0.067,-0.002,0.028,-0.016,0.022,0.022,-0.04,-0.05,-0.038,-0.148,4.818,-0.27,6.665,-0.258,6.482,2013-04-25,health_care_equipment_and_services
ATRI,LMAT,2018-04-11,0.706,2.519,0.08,-16.063,4.039,0.113,0.282,0.018,0.056,-0.007,0.013,0.022,0.022,-0.005,0.02,0.03,-0.006,0.056,0.745,0.022,1.834,0.046,1.067,2013-04-25,health_care_equipment_and_services
ATRI,MODV,2018-04-11,0.725,3.165,0.038,31.334,4.039,0.079,2.417,-0.036,0.034,-0.02,0.031,0.011,0.037,0.03,-0.076,-0.018,0.009,0.018,2.884,-0.043,3.847,-0.026,3.58,2013-04-25,health_care_equipment_and_services
ATRI,NEOG,2018-04-11,0.863,3.071,0.038,5.323,4.039,0.379,0.864,-0.01,0.01,0.01,0.01,-0.018,-0.015,-0.013,-0.053,-0.07,-0.021,-0.042,4.273,-0.117,6.432,-0.125,6.681,2013-04-25,health_care_equipment_and_services
ATRI,USPH,2018-04-11,0.588,2.556,0.07,25.343,4.039,0.047,1.659,0.032,-0.002,-0.012,0.009,0.034,0.083,0.025,-0.031,0.044,0.054,-0.05,3.494,-0.087,4.195,-0.089,4.223,2013-04-25,health_care_equipment_and_services
BAX,NEOG,2018-04-11,0.51,2.742,0.365,6.055,4.039,0.065,0.961,0.042,-0.005,-0.03,-0.013,0.047,0.064,-0.03,-0.089,-0.027,0.056,0.0,2.736,-0.027,3.521,-0.07,4.773,2013-04-25,health_care_equipment_and_services
BAX,PODD,2018-04-11,0.627,3.217,1.324,-17.636,4.039,0.072,1.894,-0.013,-0.024,-0.009,0.034,-0.059,-0.049,0.019,0.005,-0.031,-0.051,0.039,2.225,0.002,3.17,0.06,1.686,2013-04-25,health_care_equipment_and_services
BKD,THC,2018-04-11,0.843,2.662,1.482,1.064,4.039,0.84,1.498,-0.034,-0.022,0.054,0.006,0.131,-0.008,-0.04,0.015,-0.027,0.033,-0.248,4.448,-0.359,5.242,-0.21,4.174,2013-04-25,health_care_equipment_and_services
BSX,NEOG,2018-04-11,0.824,2.567,0.855,3.554,4.039,0.258,1.484,-0.059,-0.003,0.01,0.029,-0.02,0.065,0.033,0.031,0.054,0.004,0.001,2.548,0.005,2.449,-0.046,3.606,2013-04-25,health_care_equipment_and_services
BSX,XRAY,2018-04-11,0.843,-3.278,0.521,45.325,4.039,0.023,-1.081,-0.017,-0.039,-0.029,-0.037,0.059,0.043,-0.083,0.001,0.037,0.008,-0.062,-4.355,-0.145,-5.778,-0.112,-5.212,2013-04-25,health_care_equipment_and_services
CAH,MODV,2018-04-11,0.549,3.056,-0.521,81.789,4.039,0.685,1.442,0.018,-0.086,-0.076,-0.06,-0.002,-0.012,0.075,-0.018,0.021,0.024,0.142,2.103,0.043,2.768,0.077,2.54,2013-04-25,health_care_equipment_and_services
CAH,PDCO,2018-04-11,0.745,-3.404,0.501,3.71,4.039,0.694,-1.647,-0.014,-0.027,-0.002,0.026,-0.001,-0.085,-0.004,-0.008,0.017,0.002,0.075,-2.323,0.075,-2.334,0.115,-1.755,2013-04-25,health_care_equipment_and_services
CI,HUM,2018-04-11,0.941,3.638,1.251,10.829,4.039,0.812,1.74,0.021,0.006,-0.011,-0.01,-0.033,-0.01,0.003,-0.018,-0.006,0.042,0.006,3.452,-0.008,3.897,-0.062,5.557,2013-04-25,health_care_equipment_and_services
CI,MODV,2018-04-11,0.863,4.008,0.2,18.844,4.039,0.067,2.633,-0.004,0.035,-0.023,0.037,0.054,0.046,-0.013,-0.052,0.007,0.026,0.024,3.53,-0.003,4.073,-0.02,4.42,2013-04-25,health_care_equipment_and_services
CI,OMI,2018-04-11,0.529,-3.149,-0.168,53.925,4.039,0.274,-1.371,0.036,0.001,-0.053,0.013,0.034,0.035,-0.033,-0.065,0.025,-0.054,0.003,-3.161,-0.191,-2.441,-0.148,-2.598,2013-04-25,health_care_equipment_and_services
CI,STE,2018-04-11,1.0,3.059,0.328,21.102,4.039,0.187,1.042,0.016,0.018,0.002,0.019,-0.024,-0.002,-0.003,-0.03,-0.029,0.044,-0.055,4.704,-0.062,4.934,-0.099,6.031,2013-04-25,health_care_equipment_and_services
CNC,MODV,2018-04-11,0.804,2.841,0.772,20.456,4.039,0.028,0.993,-0.001,0.021,-0.007,0.041,-0.006,0.026,0.018,-0.001,0.026,-0.037,0.043,1.658,0.031,1.99,0.063,1.101,2013-04-25,health_care_equipment_and_services
