ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ABT,2017-10-03,0.843,3.609,0.179,24.965,4.09,0.947,3.097,0.021,0.024,0.017,-0.021,-0.007,0.006,0.023,-0.005,-0.002,-0.033,-0.024,4.091,-0.03,4.222,-0.049,4.601,2012-10-15,health_care_equipment_and_services
ABMD,XRAY,2017-10-03,0.98,-2.684,0.1,45.776,4.09,0.745,-0.624,-0.033,-0.004,-0.024,0.006,-0.124,-0.005,0.076,0.091,0.033,-0.067,0.047,-1.657,0.106,-0.362,0.117,-0.122,2012-10-15,health_care_equipment_and_services
ACHC,MD,2017-10-03,0.51,-2.565,0.42,43.246,4.09,0.311,-1.701,0.039,0.011,-0.005,-0.012,0.006,0.051,0.007,-0.001,0.045,0.049,0.057,-2.049,0.188,-0.863,0.242,-0.379,2012-10-15,health_care_equipment_and_services
ACHC,MODV,2017-10-03,0.549,2.534,0.094,40.11,4.09,0.079,0.674,-0.04,-0.053,0.043,-0.091,0.005,-0.01,-0.001,-0.029,-0.004,0.001,-0.006,2.616,-0.086,3.711,-0.093,3.809,2012-10-15,health_care_equipment_and_services
ADUS,NEOG,2017-10-03,0.588,2.661,0.34,11.529,4.09,0.233,0.954,0.074,0.06,-0.063,-0.037,-0.122,0.028,0.082,-0.02,0.067,-0.0,-0.023,3.105,-0.068,3.981,0.0,2.653,2012-10-15,health_care_equipment_and_services
AMED,NEOG,2017-10-03,0.686,3.053,0.216,11.545,4.09,0.666,1.591,0.019,-0.019,-0.031,-0.034,-0.096,0.062,0.094,0.039,0.117,0.071,-0.05,4.029,-0.049,4.022,-0.005,3.144,2012-10-15,health_care_equipment_and_services
AMN,XRAY,2017-10-03,0.961,-2.683,0.478,40.214,4.09,0.829,-0.424,0.079,0.024,-0.064,0.021,-0.015,-0.035,0.013,0.022,-0.005,-0.012,0.092,-0.401,0.111,0.07,0.13,0.543,2012-10-15,health_care_equipment_and_services
ATEC,QDEL,2017-10-03,0.765,4.265,0.153,21.817,4.09,0.995,2.47,-0.007,-0.004,0.075,0.03,0.013,0.034,-0.021,0.013,-0.001,-0.023,0.074,3.612,0.1,3.383,-0.03,4.531,2012-10-15,health_care_equipment_and_services
ATRI,HSKA,2017-10-03,0.627,-2.751,0.291,-69.911,4.09,0.009,-1.319,-0.025,0.024,-0.002,0.03,0.017,-0.069,-0.008,-0.0,-0.017,0.026,0.065,-1.253,0.011,-2.507,0.034,-1.968,2012-10-15,health_care_equipment_and_services
ATRI,IART,2017-10-03,0.824,-2.825,0.083,2.602,4.09,0.007,-0.498,0.035,-0.004,-0.016,0.021,0.027,0.002,-0.02,0.001,0.037,0.003,-0.007,-3.096,0.008,-2.527,0.029,-1.71,2012-10-15,health_care_equipment_and_services
